verb	bias	total_count	year_count
pinch	modifier	2995	[('1801', 6), ('1805', 12), ('1806', 6), ('1807', 6), ('1808', 3), ('1809', 3), ('1811', 3), ('1812', 2), ('1816', 6), ('1819', 6), ('1820', 9), ('1824', 3), ('1825', 6), ('1827', 3), ('1828', 6), ('1829', 6), ('1833', 12), ('1834', 3), ('1835', 6), ('1837', 25), ('1840', 3), ('1841', 21), ('1843', 4), ('1844', 12), ('1845', 3), ('1847', 6), ('1848', 8), ('1850', 7), ('1851', 4), ('1853', 2), ('1854', 16), ('1855', 8), ('1856', 17), ('1857', 24), ('1858', 10), ('1859', 21), ('1860', 2), ('1862', 40), ('1863', 13), ('1864', 4), ('1865', 7), ('1866', 4), ('1868', 23), ('1869', 3), ('1870', 40), ('1871', 3), ('1872', 2), ('1873', 9), ('1874', 11), ('1876', 12), ('1877', 5), ('1878', 5), ('1880', 35), ('1881', 19), ('1882', 8), ('1883', 2), ('1884', 15), ('1885', 15), ('1886', 28), ('1887', 6), ('1888', 7), ('1889', 1), ('1890', 10), ('1891', 38), ('1892', 13), ('1893', 35), ('1894', 14), ('1895', 24), ('1897', 36), ('1898', 26), ('1899', 25), ('1900', 11), ('1901', 12), ('1902', 17), ('1903', 39), ('1904', 11), ('1905', 21), ('1906', 23), ('1907', 66), ('1908', 22), ('1909', 8), ('1910', 22), ('1911', 16), ('1912', 10), ('1913', 9), ('1914', 21), ('1915', 34), ('1916', 31), ('1917', 8), ('1918', 2), ('1919', 3), ('1920', 15), ('1921', 17), ('1922', 15), ('1923', 35), ('1924', 4), ('1925', 25), ('1926', 17), ('1927', 1), ('1928', 5), ('1929', 4), ('1930', 10), ('1931', 21), ('1932', 2), ('1933', 20), ('1934', 15), ('1935', 3), ('1937', 2), ('1938', 5), ('1939', 3), ('1940', 4), ('1943', 6), ('1944', 2), ('1946', 1), ('1947', 5), ('1948', 10), ('1949', 2), ('1951', 8), ('1952', 4), ('1954', 7), ('1955', 10), ('1956', 6), ('1957', 9), ('1959', 7), ('1960', 6), ('1962', 17), ('1963', 22), ('1964', 65), ('1965', 9), ('1966', 44), ('1967', 15), ('1968', 54), ('1969', 4), ('1970', 23), ('1971', 24), ('1972', 1), ('1973', 6), ('1974', 11), ('1975', 14), ('1977', 9), ('1978', 22), ('1980', 10), ('1981', 4), ('1982', 13), ('1983', 8), ('1984', 10), ('1985', 4), ('1986', 14), ('1987', 9), ('1988', 13), ('1989', 24), ('1990', 11), ('1991', 7), ('1992', 26), ('1993', 16), ('1994', 6), ('1995', 20), ('1996', 24), ('1997', 14), ('1998', 15), ('1999', 30), ('2000', 20), ('2001', 29), ('2002', 27), ('2003', 52), ('2004', 64), ('2005', 146), ('2006', 68), ('2007', 73), ('2008', 368)]
pinch	neither	2149	[('1799', 6), ('1800', 1), ('1811', 10), ('1816', 55), ('1822', 22), ('1825', 42), ('1826', 6), ('1828', 54), ('1830', 16), ('1831', 8), ('1833', 4), ('1834', 32), ('1835', 6), ('1836', 14), ('1837', 33), ('1841', 14), ('1842', 10), ('1843', 18), ('1845', 6), ('1846', 3), ('1851', 8), ('1852', 22), ('1853', 8), ('1854', 6), ('1855', 11), ('1857', 16), ('1858', 29), ('1860', 30), ('1861', 20), ('1862', 14), ('1866', 3), ('1868', 22), ('1869', 5), ('1870', 37), ('1873', 6), ('1874', 13), ('1876', 30), ('1878', 4), ('1879', 8), ('1880', 19), ('1881', 2), ('1882', 22), ('1883', 13), ('1884', 17), ('1885', 6), ('1886', 13), ('1887', 8), ('1888', 16), ('1889', 3), ('1891', 2), ('1892', 5), ('1893', 8), ('1895', 14), ('1896', 4), ('1897', 5), ('1898', 2), ('1899', 8), ('1900', 25), ('1901', 1), ('1903', 8), ('1904', 15), ('1905', 3), ('1906', 11), ('1907', 23), ('1908', 13), ('1909', 6), ('1910', 1), ('1911', 21), ('1912', 6), ('1913', 2), ('1914', 1), ('1915', 5), ('1916', 2), ('1918', 12), ('1921', 1), ('1922', 5), ('1924', 4), ('1925', 15), ('1926', 17), ('1927', 2), ('1929', 5), ('1930', 8), ('1931', 12), ('1932', 1), ('1933', 11), ('1934', 4), ('1935', 3), ('1937', 3), ('1939', 3), ('1942', 2), ('1943', 3), ('1946', 2), ('1947', 23), ('1948', 1), ('1950', 2), ('1951', 1), ('1954', 15), ('1955', 1), ('1956', 4), ('1957', 1), ('1960', 9), ('1961', 5), ('1962', 17), ('1963', 1), ('1964', 1), ('1965', 1), ('1966', 3), ('1967', 6), ('1969', 6), ('1970', 1), ('1971', 9), ('1972', 3), ('1973', 4), ('1974', 13), ('1975', 3), ('1976', 5), ('1977', 12), ('1978', 27), ('1979', 4), ('1980', 5), ('1981', 3), ('1982', 12), ('1983', 6), ('1984', 10), ('1985', 6), ('1986', 1), ('1987', 4), ('1988', 3), ('1989', 13), ('1990', 2), ('1991', 6), ('1992', 20), ('1993', 34), ('1994', 13), ('1995', 23), ('1996', 34), ('1997', 16), ('1998', 3), ('1999', 11), ('2000', 25), ('2001', 27), ('2002', 10), ('2003', 14), ('2004', 46), ('2005', 135), ('2006', 21), ('2007', 120), ('2008', 273)]
pinch	instrument	1732	[('1800', 2), ('1810', 1), ('1811', 4), ('1812', 1), ('1816', 20), ('1817', 1), ('1822', 8), ('1835', 2), ('1836', 10), ('1837', 12), ('1841', 6), ('1851', 9), ('1854', 4), ('1857', 2), ('1858', 9), ('1866', 6), ('1868', 9), ('1869', 5), ('1870', 15), ('1874', 6), ('1875', 3), ('1876', 36), ('1878', 11), ('1880', 3), ('1882', 12), ('1883', 41), ('1884', 21), ('1886', 6), ('1888', 18), ('1889', 5), ('1891', 2), ('1892', 9), ('1893', 11), ('1895', 2), ('1896', 4), ('1897', 7), ('1898', 8), ('1900', 16), ('1902', 9), ('1903', 10), ('1904', 15), ('1905', 8), ('1906', 11), ('1907', 31), ('1908', 2), ('1909', 12), ('1910', 2), ('1911', 5), ('1912', 5), ('1913', 8), ('1914', 46), ('1915', 2), ('1916', 5), ('1917', 3), ('1919', 3), ('1924', 3), ('1925', 5), ('1926', 11), ('1927', 4), ('1929', 4), ('1933', 4), ('1934', 6), ('1935', 6), ('1936', 8), ('1937', 13), ('1938', 1), ('1939', 6), ('1941', 3), ('1942', 6), ('1943', 3), ('1946', 3), ('1947', 23), ('1948', 2), ('1949', 1), ('1950', 7), ('1951', 2), ('1952', 9), ('1954', 5), ('1955', 2), ('1956', 1), ('1957', 6), ('1958', 5), ('1960', 11), ('1961', 6), ('1962', 10), ('1963', 8), ('1964', 2), ('1965', 9), ('1966', 4), ('1967', 5), ('1969', 13), ('1970', 4), ('1971', 9), ('1972', 13), ('1973', 3), ('1974', 21), ('1975', 3), ('1976', 5), ('1977', 12), ('1978', 18), ('1979', 4), ('1980', 3), ('1981', 19), ('1982', 18), ('1983', 18), ('1984', 7), ('1985', 12), ('1986', 10), ('1987', 6), ('1988', 8), ('1989', 11), ('1990', 18), ('1991', 17), ('1992', 14), ('1993', 13), ('1994', 15), ('1995', 13), ('1996', 17), ('1997', 8), ('1998', 6), ('1999', 10), ('2000', 23), ('2001', 35), ('2002', 22), ('2003', 30), ('2004', 53), ('2005', 102), ('2006', 26), ('2007', 137), ('2008', 228)]
pinch	no_with	741	[('1884', 1), ('1886', 10), ('1890', 1), ('1891', 5), ('1892', 3), ('1893', 13), ('1895', 5), ('1897', 19), ('1898', 5), ('1899', 13), ('1902', 2), ('1903', 17), ('1904', 16), ('1905', 9), ('1906', 15), ('1907', 7), ('1908', 3), ('1910', 15), ('1911', 2), ('1914', 20), ('1915', 1), ('1917', 9), ('1918', 4), ('1919', 3), ('1921', 2), ('1927', 10), ('1928', 1), ('1929', 2), ('1930', 8), ('1933', 1), ('1934', 1), ('1935', 1), ('1938', 1), ('1940', 7), ('1941', 7), ('1946', 4), ('1948', 1), ('1950', 4), ('1959', 5), ('1961', 6), ('1963', 16), ('1965', 1), ('1966', 3), ('1967', 1), ('1968', 4), ('1970', 7), ('1976', 1), ('1983', 10), ('1984', 1), ('1985', 2), ('1986', 14), ('1987', 4), ('1989', 4), ('1992', 1), ('1993', 10), ('1994', 9), ('1995', 15), ('1996', 10), ('1997', 19), ('1998', 5), ('1999', 8), ('2000', 7), ('2001', 17), ('2002', 17), ('2003', 15), ('2004', 28), ('2005', 89), ('2006', 24), ('2007', 33), ('2008', 107)]
point	modifier	18132	[('1603', 2), ('1660', 1), ('1746', 1), ('1757', 2), ('1766', 1), ('1784', 1), ('1792', 1), ('1793', 1), ('1800', 1), ('1801', 3), ('1803', 6), ('1806', 2), ('1807', 1), ('1808', 3), ('1809', 2), ('1811', 3), ('1812', 7), ('1813', 1), ('1814', 4), ('1815', 8), ('1819', 6), ('1821', 1), ('1822', 4), ('1824', 6), ('1825', 13), ('1826', 9), ('1827', 11), ('1828', 17), ('1829', 12), ('1830', 15), ('1831', 7), ('1832', 30), ('1833', 24), ('1834', 27), ('1835', 19), ('1836', 23), ('1837', 18), ('1838', 32), ('1839', 35), ('1840', 31), ('1841', 19), ('1842', 23), ('1843', 20), ('1844', 15), ('1845', 29), ('1846', 23), ('1847', 33), ('1848', 26), ('1849', 30), ('1850', 54), ('1851', 31), ('1852', 53), ('1853', 47), ('1854', 42), ('1855', 33), ('1856', 31), ('1857', 72), ('1858', 48), ('1859', 38), ('1860', 54), ('1861', 40), ('1862', 29), ('1863', 19), ('1864', 24), ('1865', 34), ('1866', 40), ('1867', 46), ('1868', 26), ('1869', 53), ('1870', 48), ('1871', 42), ('1872', 58), ('1873', 82), ('1874', 88), ('1875', 78), ('1876', 80), ('1877', 54), ('1878', 61), ('1879', 33), ('1880', 93), ('1881', 70), ('1882', 83), ('1883', 95), ('1884', 110), ('1885', 86), ('1886', 63), ('1887', 66), ('1888', 67), ('1889', 68), ('1890', 96), ('1891', 98), ('1892', 110), ('1893', 113), ('1894', 134), ('1895', 98), ('1896', 107), ('1897', 117), ('1898', 137), ('1899', 93), ('1900', 176), ('1901', 153), ('1902', 188), ('1903', 121), ('1904', 155), ('1905', 102), ('1906', 138), ('1907', 157), ('1908', 146), ('1909', 160), ('1910', 95), ('1911', 96), ('1912', 115), ('1913', 87), ('1914', 148), ('1915', 76), ('1916', 54), ('1917', 98), ('1918', 147), ('1919', 177), ('1920', 235), ('1921', 202), ('1922', 145), ('1923', 99), ('1924', 98), ('1925', 80), ('1926', 64), ('1927', 103), ('1928', 115), ('1929', 71), ('1930', 97), ('1931', 90), ('1932', 75), ('1933', 75), ('1934', 75), ('1935', 85), ('1936', 99), ('1937', 43), ('1938', 96), ('1939', 70), ('1940', 105), ('1941', 79), ('1942', 89), ('1943', 60), ('1944', 84), ('1945', 82), ('1946', 67), ('1947', 98), ('1948', 85), ('1949', 128), ('1950', 141), ('1951', 101), ('1952', 88), ('1953', 60), ('1954', 121), ('1955', 122), ('1956', 107), ('1957', 136), ('1958', 112), ('1959', 78), ('1960', 151), ('1961', 140), ('1962', 144), ('1963', 81), ('1964', 110), ('1965', 172), ('1966', 153), ('1967', 141), ('1968', 136), ('1969', 131), ('1970', 112), ('1971', 111), ('1972', 102), ('1973', 98), ('1974', 82), ('1975', 81), ('1976', 94), ('1977', 86), ('1978', 91), ('1979', 69), ('1980', 57), ('1981', 122), ('1982', 56), ('1983', 108), ('1984', 98), ('1985', 73), ('1986', 114), ('1987', 70), ('1988', 76), ('1989', 102), ('1990', 84), ('1991', 75), ('1992', 101), ('1993', 127), ('1994', 106), ('1995', 133), ('1996', 87), ('1997', 159), ('1998', 129), ('1999', 149), ('2000', 184), ('2001', 224), ('2002', 239), ('2003', 229), ('2004', 293), ('2005', 248), ('2006', 316), ('2007', 525), ('2008', 1063)]
point	neither	13959	[('1660', 1), ('1741', 5), ('1742', 1), ('1754', 7), ('1768', 1), ('1770', 1), ('1772', 3), ('1775', 1), ('1784', 2), ('1790', 3), ('1791', 4), ('1792', 5), ('1793', 1), ('1797', 1), ('1799', 4), ('1801', 6), ('1802', 5), ('1803', 5), ('1804', 4), ('1807', 2), ('1808', 7), ('1809', 4), ('1811', 8), ('1812', 8), ('1813', 8), ('1814', 7), ('1817', 14), ('1818', 2), ('1819', 8), ('1820', 6), ('1821', 8), ('1822', 16), ('1823', 9), ('1824', 5), ('1825', 5), ('1826', 6), ('1827', 13), ('1828', 12), ('1829', 8), ('1830', 13), ('1831', 10), ('1832', 1), ('1834', 8), ('1835', 27), ('1836', 3), ('1837', 16), ('1838', 2), ('1839', 16), ('1840', 42), ('1841', 36), ('1842', 3), ('1843', 9), ('1844', 22), ('1845', 19), ('1846', 8), ('1847', 4), ('1848', 15), ('1849', 16), ('1850', 34), ('1851', 37), ('1852', 48), ('1853', 23), ('1854', 18), ('1855', 7), ('1856', 32), ('1857', 84), ('1858', 18), ('1859', 24), ('1860', 42), ('1861', 23), ('1862', 20), ('1863', 16), ('1864', 20), ('1865', 28), ('1866', 19), ('1867', 42), ('1868', 45), ('1869', 36), ('1870', 52), ('1871', 30), ('1872', 40), ('1873', 53), ('1874', 24), ('1875', 52), ('1876', 66), ('1877', 44), ('1878', 29), ('1879', 57), ('1880', 39), ('1881', 37), ('1882', 57), ('1883', 50), ('1884', 62), ('1885', 17), ('1886', 39), ('1887', 53), ('1888', 48), ('1889', 34), ('1890', 88), ('1891', 45), ('1892', 68), ('1893', 36), ('1894', 86), ('1895', 36), ('1896', 70), ('1897', 102), ('1898', 80), ('1899', 170), ('1900', 122), ('1901', 107), ('1902', 141), ('1903', 118), ('1904', 201), ('1905', 111), ('1906', 101), ('1907', 146), ('1908', 115), ('1909', 58), ('1910', 122), ('1911', 80), ('1912', 139), ('1913', 107), ('1914', 59), ('1915', 77), ('1916', 86), ('1917', 50), ('1918', 80), ('1919', 53), ('1920', 90), ('1921', 97), ('1922', 81), ('1923', 60), ('1924', 45), ('1925', 36), ('1926', 51), ('1927', 72), ('1928', 37), ('1929', 27), ('1930', 46), ('1931', 38), ('1932', 26), ('1933', 54), ('1934', 38), ('1935', 74), ('1936', 57), ('1937', 54), ('1938', 65), ('1939', 76), ('1940', 31), ('1941', 48), ('1942', 69), ('1943', 125), ('1944', 37), ('1945', 32), ('1946', 93), ('1947', 171), ('1948', 100), ('1949', 55), ('1950', 81), ('1951', 117), ('1952', 91), ('1953', 113), ('1954', 100), ('1955', 75), ('1956', 108), ('1957', 62), ('1958', 92), ('1959', 57), ('1960', 113), ('1961', 135), ('1962', 150), ('1963', 51), ('1964', 122), ('1965', 102), ('1966', 83), ('1967', 112), ('1968', 88), ('1969', 134), ('1970', 90), ('1971', 94), ('1972', 63), ('1973', 43), ('1974', 64), ('1975', 71), ('1976', 100), ('1977', 75), ('1978', 51), ('1979', 33), ('1980', 27), ('1981', 27), ('1982', 47), ('1983', 45), ('1984', 93), ('1985', 47), ('1986', 29), ('1987', 51), ('1988', 58), ('1989', 74), ('1990', 70), ('1991', 42), ('1992', 54), ('1993', 75), ('1994', 54), ('1995', 51), ('1996', 99), ('1997', 84), ('1998', 51), ('1999', 80), ('2000', 117), ('2001', 102), ('2002', 101), ('2003', 349), ('2004', 248), ('2005', 120), ('2006', 200), ('2007', 1397), ('2008', 773)]
point	instrument	2419	[('1801', 2), ('1803', 1), ('1809', 1), ('1811', 1), ('1813', 1), ('1814', 2), ('1817', 2), ('1819', 2), ('1820', 1), ('1821', 2), ('1822', 5), ('1823', 2), ('1824', 1), ('1825', 1), ('1826', 1), ('1827', 6), ('1828', 2), ('1829', 1), ('1831', 5), ('1835', 9), ('1837', 3), ('1839', 10), ('1840', 16), ('1841', 19), ('1842', 1), ('1843', 3), ('1844', 10), ('1845', 4), ('1846', 3), ('1847', 2), ('1848', 4), ('1849', 5), ('1850', 19), ('1851', 9), ('1852', 21), ('1853', 5), ('1854', 3), ('1855', 4), ('1856', 4), ('1857', 14), ('1858', 3), ('1859', 11), ('1860', 2), ('1861', 5), ('1862', 2), ('1864', 4), ('1865', 9), ('1866', 4), ('1867', 1), ('1868', 12), ('1869', 3), ('1870', 5), ('1871', 6), ('1872', 2), ('1873', 7), ('1874', 3), ('1875', 12), ('1876', 31), ('1877', 3), ('1878', 3), ('1879', 2), ('1880', 13), ('1881', 14), ('1882', 6), ('1883', 10), ('1884', 5), ('1885', 3), ('1886', 2), ('1887', 11), ('1888', 4), ('1889', 2), ('1890', 5), ('1891', 7), ('1892', 15), ('1893', 4), ('1894', 21), ('1895', 8), ('1896', 22), ('1897', 12), ('1898', 6), ('1899', 45), ('1900', 20), ('1901', 15), ('1902', 36), ('1903', 21), ('1904', 36), ('1905', 24), ('1906', 18), ('1907', 37), ('1908', 19), ('1909', 32), ('1910', 24), ('1911', 30), ('1912', 33), ('1913', 22), ('1914', 19), ('1915', 23), ('1916', 8), ('1917', 18), ('1918', 20), ('1919', 8), ('1920', 21), ('1921', 14), ('1922', 23), ('1923', 16), ('1924', 11), ('1925', 6), ('1926', 19), ('1927', 23), ('1928', 14), ('1929', 10), ('1930', 4), ('1931', 12), ('1932', 3), ('1933', 7), ('1934', 14), ('1935', 26), ('1936', 5), ('1937', 5), ('1938', 12), ('1939', 7), ('1940', 4), ('1941', 8), ('1942', 8), ('1943', 13), ('1944', 3), ('1946', 13), ('1947', 7), ('1948', 7), ('1949', 6), ('1950', 5), ('1951', 3), ('1952', 3), ('1953', 23), ('1954', 8), ('1955', 3), ('1956', 1), ('1957', 12), ('1958', 10), ('1959', 9), ('1960', 9), ('1961', 14), ('1962', 15), ('1963', 4), ('1964', 41), ('1965', 11), ('1966', 12), ('1967', 14), ('1968', 9), ('1969', 17), ('1970', 11), ('1971', 25), ('1972', 2), ('1973', 11), ('1974', 18), ('1975', 2), ('1976', 20), ('1977', 18), ('1978', 6), ('1979', 5), ('1980', 6), ('1981', 6), ('1982', 17), ('1983', 12), ('1984', 17), ('1985', 9), ('1986', 10), ('1987', 16), ('1988', 13), ('1989', 28), ('1990', 5), ('1991', 8), ('1992', 12), ('1993', 23), ('1994', 14), ('1995', 16), ('1996', 25), ('1997', 9), ('1998', 13), ('1999', 21), ('2000', 18), ('2001', 25), ('2002', 14), ('2003', 28), ('2004', 64), ('2005', 33), ('2006', 41), ('2007', 90), ('2008', 149)]
point	no_with	2887	[('1788', 5), ('1805', 5), ('1806', 15), ('1811', 5), ('1815', 5), ('1816', 10), ('1820', 10), ('1821', 21), ('1825', 10), ('1827', 15), ('1828', 11), ('1831', 1), ('1834', 1), ('1835', 5), ('1840', 5), ('1841', 1), ('1845', 11), ('1846', 8), ('1847', 11), ('1848', 3), ('1849', 31), ('1850', 13), ('1851', 6), ('1852', 4), ('1853', 19), ('1854', 11), ('1855', 17), ('1856', 52), ('1857', 10), ('1858', 10), ('1859', 12), ('1860', 12), ('1861', 14), ('1862', 10), ('1863', 1), ('1864', 9), ('1867', 9), ('1868', 7), ('1869', 5), ('1870', 5), ('1871', 5), ('1872', 1), ('1873', 26), ('1874', 5), ('1875', 11), ('1876', 1), ('1877', 15), ('1878', 1), ('1879', 12), ('1880', 11), ('1881', 15), ('1882', 12), ('1883', 8), ('1884', 9), ('1885', 10), ('1886', 1), ('1887', 1), ('1888', 7), ('1890', 3), ('1891', 16), ('1892', 5), ('1893', 8), ('1894', 6), ('1895', 9), ('1896', 14), ('1897', 5), ('1898', 20), ('1899', 14), ('1900', 12), ('1901', 25), ('1902', 21), ('1903', 19), ('1904', 19), ('1905', 124), ('1906', 75), ('1907', 29), ('1908', 29), ('1909', 22), ('1910', 31), ('1911', 29), ('1912', 21), ('1913', 11), ('1914', 37), ('1915', 7), ('1916', 17), ('1917', 4), ('1918', 2), ('1919', 44), ('1920', 15), ('1921', 13), ('1922', 37), ('1923', 6), ('1924', 7), ('1925', 2), ('1926', 8), ('1927', 4), ('1928', 2), ('1929', 1), ('1930', 6), ('1931', 8), ('1932', 12), ('1933', 6), ('1935', 19), ('1936', 5), ('1937', 15), ('1938', 8), ('1939', 8), ('1940', 1), ('1942', 3), ('1943', 15), ('1944', 42), ('1945', 3), ('1946', 45), ('1947', 6), ('1948', 5), ('1949', 5), ('1950', 5), ('1951', 3), ('1952', 17), ('1953', 11), ('1954', 4), ('1955', 32), ('1956', 16), ('1957', 8), ('1958', 5), ('1959', 22), ('1960', 28), ('1961', 25), ('1962', 37), ('1963', 25), ('1964', 10), ('1965', 16), ('1966', 33), ('1967', 18), ('1968', 21), ('1969', 9), ('1970', 29), ('1971', 42), ('1972', 6), ('1973', 15), ('1974', 20), ('1975', 10), ('1976', 30), ('1977', 28), ('1978', 23), ('1979', 19), ('1980', 8), ('1981', 17), ('1982', 14), ('1983', 25), ('1984', 9), ('1985', 38), ('1986', 7), ('1987', 17), ('1988', 9), ('1989', 17), ('1990', 22), ('1992', 13), ('1993', 30), ('1994', 13), ('1995', 19), ('1996', 16), ('1997', 8), ('1998', 15), ('1999', 27), ('2000', 32), ('2001', 20), ('2002', 20), ('2003', 34), ('2004', 76), ('2005', 18), ('2006', 29), ('2007', 56), ('2008', 160)]
knock	modifier	10302	[('1664', 4), ('1808', 1), ('1812', 4), ('1813', 4), ('1814', 2), ('1815', 1), ('1816', 1), ('1819', 6), ('1820', 6), ('1822', 15), ('1823', 6), ('1824', 6), ('1826', 2), ('1829', 1), ('1831', 7), ('1832', 17), ('1833', 12), ('1834', 12), ('1835', 2), ('1836', 37), ('1837', 104), ('1838', 19), ('1839', 50), ('1842', 16), ('1843', 6), ('1844', 45), ('1845', 9), ('1846', 10), ('1847', 2), ('1848', 14), ('1849', 15), ('1850', 3), ('1851', 7), ('1852', 31), ('1853', 16), ('1854', 25), ('1855', 24), ('1856', 90), ('1857', 68), ('1858', 8), ('1859', 59), ('1860', 46), ('1861', 29), ('1862', 22), ('1864', 55), ('1865', 31), ('1866', 23), ('1867', 11), ('1868', 12), ('1869', 39), ('1870', 19), ('1871', 9), ('1872', 9), ('1873', 25), ('1874', 23), ('1875', 17), ('1876', 13), ('1877', 40), ('1878', 19), ('1879', 30), ('1880', 9), ('1881', 33), ('1882', 69), ('1883', 53), ('1884', 69), ('1885', 104), ('1886', 43), ('1887', 34), ('1888', 19), ('1889', 19), ('1890', 32), ('1891', 53), ('1892', 61), ('1893', 36), ('1894', 51), ('1895', 30), ('1896', 90), ('1897', 38), ('1898', 35), ('1899', 181), ('1900', 113), ('1901', 128), ('1902', 82), ('1903', 44), ('1904', 77), ('1905', 47), ('1906', 65), ('1907', 103), ('1908', 93), ('1909', 36), ('1910', 66), ('1911', 145), ('1912', 50), ('1913', 32), ('1914', 43), ('1915', 24), ('1916', 34), ('1917', 37), ('1918', 45), ('1919', 59), ('1920', 51), ('1921', 43), ('1922', 93), ('1923', 47), ('1924', 70), ('1925', 29), ('1926', 31), ('1927', 35), ('1928', 63), ('1929', 50), ('1930', 97), ('1931', 42), ('1932', 24), ('1933', 26), ('1934', 43), ('1935', 51), ('1936', 79), ('1937', 56), ('1938', 32), ('1939', 40), ('1940', 11), ('1941', 3), ('1942', 12), ('1943', 5), ('1944', 17), ('1945', 10), ('1946', 31), ('1947', 56), ('1948', 60), ('1949', 26), ('1950', 31), ('1951', 20), ('1952', 29), ('1953', 28), ('1954', 70), ('1955', 30), ('1956', 48), ('1957', 51), ('1958', 37), ('1959', 62), ('1960', 68), ('1961', 29), ('1962', 150), ('1963', 75), ('1964', 33), ('1965', 71), ('1966', 68), ('1967', 51), ('1968', 63), ('1969', 59), ('1970', 154), ('1971', 120), ('1972', 50), ('1973', 111), ('1974', 54), ('1975', 27), ('1976', 74), ('1977', 59), ('1978', 32), ('1979', 21), ('1980', 24), ('1981', 53), ('1982', 34), ('1983', 39), ('1984', 37), ('1985', 27), ('1986', 52), ('1987', 31), ('1988', 30), ('1989', 34), ('1990', 98), ('1991', 27), ('1992', 30), ('1993', 35), ('1994', 22), ('1995', 26), ('1996', 57), ('1997', 38), ('1998', 41), ('1999', 62), ('2000', 48), ('2001', 90), ('2002', 71), ('2003', 108), ('2004', 272), ('2005', 141), ('2006', 245), ('2007', 524), ('2008', 1377)]
knock	instrument	16085	[('1799', 1), ('1801', 6), ('1803', 6), ('1804', 1), ('1805', 1), ('1806', 3), ('1807', 7), ('1808', 2), ('1809', 2), ('1811', 2), ('1812', 13), ('1813', 3), ('1815', 13), ('1816', 6), ('1817', 5), ('1818', 9), ('1820', 1), ('1821', 14), ('1822', 3), ('1823', 24), ('1824', 29), ('1825', 3), ('1826', 1), ('1827', 3), ('1828', 7), ('1829', 4), ('1830', 3), ('1831', 11), ('1832', 12), ('1833', 13), ('1834', 9), ('1835', 5), ('1836', 1), ('1837', 112), ('1838', 12), ('1839', 32), ('1840', 23), ('1841', 2), ('1842', 1), ('1843', 14), ('1844', 13), ('1845', 13), ('1846', 71), ('1847', 47), ('1848', 10), ('1849', 46), ('1850', 43), ('1851', 77), ('1852', 39), ('1853', 32), ('1854', 15), ('1855', 5), ('1856', 118), ('1857', 37), ('1858', 62), ('1859', 36), ('1860', 22), ('1861', 18), ('1862', 10), ('1863', 21), ('1864', 35), ('1865', 5), ('1866', 21), ('1867', 82), ('1868', 41), ('1869', 88), ('1870', 29), ('1871', 13), ('1872', 68), ('1873', 29), ('1874', 51), ('1875', 35), ('1876', 42), ('1877', 41), ('1878', 21), ('1879', 21), ('1880', 37), ('1881', 33), ('1882', 75), ('1883', 72), ('1884', 63), ('1885', 48), ('1886', 53), ('1887', 10), ('1888', 28), ('1889', 43), ('1890', 52), ('1891', 69), ('1892', 34), ('1893', 145), ('1894', 51), ('1895', 76), ('1896', 70), ('1897', 132), ('1898', 97), ('1899', 152), ('1900', 126), ('1901', 85), ('1902', 142), ('1903', 72), ('1904', 177), ('1905', 110), ('1906', 102), ('1907', 136), ('1908', 100), ('1909', 90), ('1910', 94), ('1911', 106), ('1912', 102), ('1913', 76), ('1914', 29), ('1915', 35), ('1916', 65), ('1917', 108), ('1918', 43), ('1919', 49), ('1920', 84), ('1921', 152), ('1922', 50), ('1923', 93), ('1924', 43), ('1925', 149), ('1926', 100), ('1927', 41), ('1928', 61), ('1929', 38), ('1930', 99), ('1931', 50), ('1932', 65), ('1933', 58), ('1934', 95), ('1935', 88), ('1936', 63), ('1937', 117), ('1938', 104), ('1939', 55), ('1940', 38), ('1941', 18), ('1942', 65), ('1943', 56), ('1944', 45), ('1945', 45), ('1946', 121), ('1947', 73), ('1948', 142), ('1949', 120), ('1950', 81), ('1951', 59), ('1952', 109), ('1953', 63), ('1954', 101), ('1955', 81), ('1956', 77), ('1957', 135), ('1958', 156), ('1959', 70), ('1960', 139), ('1961', 145), ('1962', 177), ('1963', 166), ('1964', 70), ('1965', 98), ('1966', 80), ('1967', 47), ('1968', 70), ('1969', 105), ('1970', 111), ('1971', 54), ('1972', 142), ('1973', 74), ('1974', 67), ('1975', 85), ('1976', 120), ('1977', 55), ('1978', 38), ('1979', 29), ('1980', 85), ('1981', 92), ('1982', 46), ('1983', 36), ('1984', 62), ('1985', 121), ('1986', 72), ('1987', 82), ('1988', 114), ('1989', 111), ('1990', 57), ('1991', 65), ('1992', 66), ('1993', 68), ('1994', 59), ('1995', 203), ('1996', 100), ('1997', 75), ('1998', 52), ('1999', 93), ('2000', 135), ('2001', 212), ('2002', 155), ('2003', 190), ('2004', 388), ('2005', 239), ('2006', 407), ('2007', 825), ('2008', 1780)]
