word1,word2,pos,sv_score,relation,cf_score
nag,complain,V,8.13,HYPER/HYPONYMS,0.7300972043817646
listen,learn,V,1.33,NONE,0.5964315772439852
retreat,hide,V,5.81,NONE,0.8616959361820753
remove,add,V,0.17,ANTONYMS,0.9175435614491917
assume,presume,V,5.81,SYNONYMS,0.16560058763247
acknowledge,admit,V,6.81,SYNONYMS,0.14293972681228095
reject,dislike,V,6.97,NONE,0.7182555532429387
obey,command,V,2.16,NONE,0.7916000136413301
win,play,V,1.16,NONE,0.8849928041078038
stain,smudge,V,4.81,NONE,0.024038777763048857
remember,realize,V,5.64,NONE,0.809957366103047
assault,attack,V,8.63,SYNONYMS,0.1834800076350913
tumble,fall,V,8.3,HYPER/HYPONYMS,0.04872799195903399
drink,lounge,V,1.33,NONE,0.9216933363519105
abuse,hurt,V,6.97,NONE,0.6901678878274375
fight,tackle,V,3.82,NONE,0.34371028658925584
disturb,upset,V,5.98,SYNONYMS,0.3185159239926638
push,shun,V,2.49,NONE,0.9753119656802751
help,criticize,V,0.66,NONE,0.9500192987717919
permit,disallow,V,1.66,ANTONYMS,99999.0
meet,swap,V,1.83,NONE,1.00838498893877
please,beg,V,1.16,NONE,0.6097426554669596
renounce,defeat,V,3.32,HYPER/HYPONYMS,0.8351912167384616
participate,engage,V,6.47,NONE,0.2536963066983393
snap,break,V,7.7,HYPER/HYPONYMS,0.8293621470792283
boom,explode,V,8.63,NONE,0.663822735199082
get,replace,V,4.15,NONE,1.0868675501696459
toss,turn,V,4.23,HYPER/HYPONYMS,0.8328070831729784
laugh,embarrass,V,2.32,NONE,0.7913803855881333
save,rescue,V,9.79,HYPER/HYPONYMS,0.10685420721944416
upset,hurt,V,6.31,HYPER/HYPONYMS,0.6571862141598966
appear,vanish,V,1.83,ANTONYMS,1.074863537315351
smell,offend,V,0.66,NONE,0.8553526428649536
help,lend,V,5.98,NONE,0.6827934036255763
move,avoid,V,3.65,NONE,0.8866893954339572
talk,communicate,V,7.47,HYPER/HYPONYMS,0.6684191080456171
disturb,irritate,V,7.14,NONE,0.1976746735010434
diminish,disappear,V,6.31,HYPER/HYPONYMS,0.6506966908405262
betray,lie,V,7.97,NONE,0.6521262171653514
slurp,suck,V,5.81,NONE,0.5545717284334715
stop,go,V,1.16,HYPER/HYPONYMS,1.0164603132646528
look,glance,V,8.8,HYPER/HYPONYMS,0.19378718932529737
hit,abuse,V,7.14,NONE,0.7464509956650541
destroy,construct,V,0.5,NONE,0.8034721183826528
reject,hurt,V,4.32,NONE,0.8378935867274173
hike,walk,V,7.3,HYPER/HYPONYMS,0.6692938305719301
show,express,V,6.64,SYNONYMS,0.6859050331198634
humiliate,embarrass,V,8.8,NONE,0.14537832939386852
choke,cough,V,3.32,NONE,0.8544768736594202
tickle,tease,V,3.15,NONE,0.6127883888944515
compute,analyze,V,7.14,NONE,0.7659215201728609
ride,drive,V,4.98,SYNONYMS,0.4065078200869988
greet,salute,V,6.64,HYPER/HYPONYMS,0.03138843942605374
prosecute,judge,V,5.64,NONE,0.4901137306816806
perform,dance,V,6.31,NONE,0.8295503518573142
invent,create,V,7.8,HYPER/HYPONYMS,0.5857659081627978
squeak,crack,V,2.16,NONE,0.7719369364016397
avoid,deny,V,2.82,NONE,0.6244389380827408
divide,unite,V,0.17,ANTONYMS,1.0508964246289707
spank,scold,V,3.15,NONE,0.6332981720316904
call,collect,V,1.81,NONE,0.8243709519500303
sip,gulp,V,2.99,COHYPONYMS,0.7129166107852463
crave,need,V,7.3,NONE,0.7046270793754095
cover,bury,V,6.97,COHYPONYMS,0.8587587160584166
hurt,offend,V,6.81,SYNONYMS,0.6794538431284975
win,compete,V,3.98,NONE,0.7205850126693873
hit,beat,V,7.97,COHYPONYMS,0.43195634525586835
change,spare,V,1.83,NONE,0.8950746136309353
tickle,giggle,V,3.32,NONE,0.6076547371567232
bother,affect,V,5.98,HYPER/HYPONYMS,0.553236176139476
haul,pull,V,8.13,HYPER/HYPONYMS,0.8001138310471575
go,start,V,8.3,SYNONYMS,0.8648222276910584
disprove,prove,V,1.83,HYPER/HYPONYMS,1.0412852482948582
draw,attract,V,3.32,HYPER/HYPONYMS,0.16049116290675047
sit,rise,V,0.3,ANTONYMS,0.9863164715272312
protect,watch,V,4.98,NONE,0.8551079035195619
achieve,accomplish,V,8.47,SYNONYMS,0.12968301682478878
taste,acquire,V,2.82,NONE,0.8960408813251982
read,write,V,1.81,NONE,0.7943870878813766
shake,dance,V,5.15,COHYPONYMS,0.8484566844736642
degrade,embarrass,V,5.81,NONE,0.38827098458774423
attempt,try,V,8.63,SYNONYMS,0.02358535411205609
pray,bless,V,4.15,NONE,0.5604538732333315
polish,tarnish,V,2.32,NONE,0.8699545056509824
mimic,tease,V,5.81,NONE,0.9004992899551959
save,drown,V,1.33,NONE,0.8349425310376921
grind,smash,V,4.65,NONE,0.5130148161915384
need,depend,V,5.81,NONE,0.7903667009604666
yearn,learn,V,0.83,NONE,0.7770158977219277
defend,help,V,5.64,NONE,0.7127726553188787
bake,fry,V,4.81,COHYPONYMS,0.6802075095860408
snuggle,hug,V,6.97,NONE,0.21743243151013614
compute,understand,V,7.14,NONE,0.859599762404181
tear,wear,V,1.49,NONE,0.8457341417813848
plead,please,V,1.66,NONE,0.7098544182404358
neglect,leave,V,5.98,NONE,0.8082179287049251
unload,dump,V,7.64,NONE,0.48310301271563416
watch,see,V,8.13,HYPER/HYPONYMS,0.4755499380428406
slay,kill,V,9.46,HYPER/HYPONYMS,0.3108077938772643
originate,begin,V,7.64,HYPER/HYPONYMS,0.7712175106588637
avoid,hide,V,5.81,NONE,0.7508653108201344
show,perform,V,6.14,NONE,0.8513296344721637
prosper,grow,V,7.14,NONE,0.2330303530755613
become,arrive,V,1.33,NONE,0.5902224768139985
transplant,exchange,V,5.98,NONE,0.9038337986764138
strike,hit,V,8.96,SYNONYMS,0.09748696095502063
talk,argue,V,3.82,HYPER/HYPONYMS,0.5560990707449334
kill,poach,V,3.32,NONE,0.8811087944928434
tell,squeal,V,4.81,NONE,0.9551190380977915
please,request,V,1.83,NONE,0.3016191827316198
lose,subtract,V,2.66,NONE,0.8785276246991778
admit,tell,V,4.98,NONE,0.7177836083670532
go,stay,V,0.0,ANTONYMS,0.7491381379113635
concentrate,think,V,7.97,HYPER/HYPONYMS,0.8218664249200647
save,help,V,8.3,NONE,0.7737856650786845
disintegrate,decay,V,7.3,SYNONYMS,0.47307688528479386
delay,stop,V,4.15,NONE,0.7999959598351564
add,multiply,V,3.15,COHYPONYMS,0.7764708005872925
give,return,V,3.32,HYPER/HYPONYMS,0.8908035759054644
slide,fall,V,3.82,NONE,0.650806730904236
blow,whistle,V,2.82,COHYPONYMS,0.7455589438882799
portray,show,V,8.63,NONE,0.5043645255334377
attend,appear,V,4.15,NONE,0.8694264451701644
insult,criticize,V,7.14,NONE,0.6454758758443815
allow,deny,V,0.17,ANTONYMS,1.029343534907301
practice,repeat,V,7.47,NONE,0.8949524106053136
find,determine,V,5.48,SYNONYMS,0.5517632540738562
rip,tear,V,9.96,HYPER/HYPONYMS,0.022756117878728443
nag,annoy,V,6.31,NONE,0.6546942930223487
hit,connect,V,3.82,HYPER/HYPONYMS,0.9459591469976237
yell,scream,V,8.0,SYNONYMS,0.07831142365446309
hoot,holler,V,6.81,NONE,0.6955370464509212
mend,break,V,1.0,ANTONYMS,1.0282179678166046
organize,gather,V,4.81,NONE,0.74512300306674
suggest,advise,V,8.63,SYNONYMS,0.6808154966368711
overwhelm,confuse,V,5.31,NONE,0.646792763990349
ask,please,V,1.66,NONE,0.2836187207680787
change,affect,V,6.97,HYPER/HYPONYMS,0.8003061900302794
amuse,entertain,V,8.13,HYPER/HYPONYMS,0.01856446551331925
haul,take,V,4.32,NONE,0.7544463255244491
suppose,imagine,V,6.31,SYNONYMS,0.09725707884664714
follow,come,V,4.15,SYNONYMS,0.9349425904011971
spend,save,V,1.0,HYPER/HYPONYMS,0.7677712507529884
tap,touch,V,7.64,HYPER/HYPONYMS,0.847498824206431
fling,shoot,V,4.81,NONE,0.9343941221527972
meet,introduce,V,2.82,NONE,0.7568525698238648
rationalize,justify,V,8.8,SYNONYMS,0.6695139488031299
update,review,V,4.32,NONE,0.7439550164063996
sew,weave,V,5.15,NONE,0.5234554065192225
shrink,grow,V,1.0,NONE,1.0223752394708345
fail,try,V,1.49,NONE,0.774047089397835
destroy,smash,V,6.79,HYPER/HYPONYMS,0.5144198284947654
steal,sneak,V,6.14,HYPER/HYPONYMS,0.7899774997616413
retreat,go,V,3.49,HYPER/HYPONYMS,0.7683725556499222
run,rush,V,6.81,HYPER/HYPONYMS,0.8423758394493449
lean,stand,V,3.98,COHYPONYMS,0.89484792572867
return,take,V,1.49,HYPER/HYPONYMS,0.933312872774579
rejoice,celebrate,V,8.3,NONE,0.6398878681481968
choke,die,V,4.65,SYNONYMS,0.8621899359948615
hate,shun,V,5.64,NONE,0.8218977146673192
disown,renounce,V,7.64,SYNONYMS,0.5019461581075952
reject,refuse,V,7.97,HYPER/HYPONYMS,0.11437724410641559
teach,show,V,5.81,NONE,0.8956587620547725
fight,disagree,V,5.98,NONE,0.7432767402147595
debate,decide,V,4.65,NONE,0.839211677694903
follow,chase,V,7.14,HYPER/HYPONYMS,0.7683557398003495
reject,disown,V,6.47,HYPER/HYPONYMS,0.43424743276045863
desire,yearn,V,7.47,HYPER/HYPONYMS,0.31031601485835925
die,smother,V,2.66,NONE,0.879847525748228
unite,combine,V,8.3,SYNONYMS,0.2784184507154448
tell,notify,V,7.64,NONE,0.43750090249516516
defrost,freeze,V,1.99,NONE,0.6337598691127749
triumph,succeed,V,9.79,NONE,0.6016249672148604
say,announce,V,8.3,HYPER/HYPONYMS,0.4638773730124188
destroy,explode,V,4.15,HYPER/HYPONYMS,0.7693529512701514
enjoy,participate,V,2.32,NONE,0.733912281629064
knit,crochet,V,4.98,HYPER/HYPONYMS,0.17049513096949953
laugh,tickle,V,3.98,NONE,0.6923165502738136
tell,convince,V,4.48,NONE,0.7850804872620047
achieve,finish,V,5.48,NONE,0.663823079882462
scratch,rub,V,3.98,SYNONYMS,0.68190626079696
stamp,lick,V,0.17,NONE,0.9422440582406975
hurt,ache,V,5.64,SYNONYMS,0.7142302695697225
wrap,cover,V,8.47,HYPER/HYPONYMS,0.5465461999018901
help,hurt,V,0.0,NONE,0.8529403955738771
think,reflect,V,8.13,HYPER/HYPONYMS,0.6538363485032487
follow,lead,V,0.17,ANTONYMS,1.0568569825990903
run,operate,V,6.31,SYNONYMS,0.44388665869130717
ignore,hurt,V,2.66,NONE,0.9110555410416923
deny,prohibit,V,8.63,NONE,0.6969681121264826
realize,set,V,1.16,NONE,0.9613314242841468
exchange,swap,V,9.63,HYPER/HYPONYMS,0.2712462135349576
assume,judge,V,5.81,HYPER/HYPONYMS,0.9375247135311354
compound,mix,V,5.81,HYPER/HYPONYMS,0.743299165467423
destroy,crush,V,6.97,NONE,0.39066026849443225
bleach,wash,V,3.98,NONE,0.33961606834869296
accuse,defend,V,0.66,NONE,0.896195406392326
fade,vanish,V,6.97,HYPER/HYPONYMS,0.09865991007824138
demand,command,V,6.14,HYPER/HYPONYMS,0.8628936426447422
decline,descend,V,5.64,HYPER/HYPONYMS,0.8528993610036499
spell,hypnotize,V,3.65,NONE,0.7473112187806685
enter,admit,V,5.31,NONE,0.8490145723878997
poach,boil,V,4.65,NONE,0.5226631237265668
overcome,dominate,V,4.81,NONE,0.5711268442617494
assume,suppose,V,9.13,HYPER/HYPONYMS,0.19875461692438146
deliver,give,V,6.97,HYPER/HYPONYMS,0.3459037392085008
prove,show,V,6.31,SYNONYMS,0.32931054316110686
detach,attach,V,0.33,ANTONYMS,1.021778687101574
blow,hit,V,3.15,COHYPONYMS,0.4707576792598559
detach,separate,V,8.13,HYPER/HYPONYMS,0.22761702567011477
assist,aid,V,9.63,SYNONYMS,0.08075208234073517
chew,bite,V,6.97,NONE,0.754843874886945
float,swim,V,4.65,COHYPONYMS,0.8643059441251346
squeal,laugh,V,5.64,NONE,0.831154290885336
need,urge,V,4.65,NONE,0.65616233502095
spill,pour,V,4.65,COHYPONYMS,0.8454992393978387
acquire,accumulate,V,8.47,NONE,0.5897824127382909
retreat,run,V,5.64,COHYPONYMS,1.00061707051408
hurt,fall,V,2.32,NONE,0.8469676547709145
respond,remark,V,5.15,NONE,0.782395426235556
correct,fix,V,8.3,NONE,0.32780357881422706
remain,stay,V,9.13,SYNONYMS,0.11529324387314266
blame,hate,V,3.15,NONE,0.8088987455014113
flip,flap,V,1.99,NONE,0.8183050081165288
glide,flow,V,4.15,NONE,0.8767726537283548
drink,quench,V,6.34,NONE,0.848910436350108
have,retain,V,6.47,HYPER/HYPONYMS,0.7389618041204504
scratch,hurt,V,4.32,NONE,0.8172779004329843
go,leave,V,8.45,HYPER/HYPONYMS,0.5183133408969439
begin,stop,V,0.33,ANTONYMS,1.1599340335916348
scribble,write,V,6.97,HYPER/HYPONYMS,0.6386496052473325
think,feel,V,3.32,HYPER/HYPONYMS,0.21807675593563902
swim,dip,V,3.15,ANTONYMS,0.8267969261479214
ascend,descend,V,1.06,ANTONYMS,1.2003032548612178
erode,deteriorate,V,7.47,COHYPONYMS,0.5731511653477888
evict,leave,V,4.32,NONE,0.7374884965465096
flush,blush,V,5.31,SYNONYMS,0.4494906981941309
rearrange,organize,V,8.13,COHYPONYMS,0.7495249072692715
smell,sweat,V,4.32,NONE,0.7404720748510552
dance,entertain,V,2.99,NONE,0.8109754337745342
stumble,fall,V,7.47,NONE,0.7813848215473922
demand,reprimand,V,2.82,NONE,0.8300495220165975
humiliate,insult,V,5.98,NONE,0.4488704500741104
crunch,bite,V,6.64,NONE,0.8046902942259822
tell,announce,V,7.97,HYPER/HYPONYMS,0.3514476921825046
smash,break,V,9.46,HYPER/HYPONYMS,0.3320109329825309
stop,adjourn,V,7.97,HYPER/HYPONYMS,0.49728895012769625
wash,soak,V,5.15,NONE,0.5933876732329446
run,skip,V,4.15,NONE,0.8300726861170373
reflect,shine,V,6.14,SYNONYMS,0.7780194974782435
excuse,interrupt,V,0.66,NONE,0.7772971929035718
speak,tell,V,6.81,NONE,0.2716252866742124
complain,disagree,V,3.82,NONE,0.6412915569804248
punch,fight,V,6.14,NONE,0.814835697118425
marry,wed,V,8.47,SYNONYMS,0.3775876191574713
entertain,show,V,5.15,NONE,0.8187981681293215
push,fight,V,4.98,HYPER/HYPONYMS,0.9801878799382454
learn,read,V,2.32,SYNONYMS,0.8651507086475075
shun,reject,V,7.97,NONE,0.7732743786815751
decline,reject,V,9.13,SYNONYMS,0.746778017105949
explain,describe,V,8.13,HYPER/HYPONYMS,0.322310592920764
deny,admit,V,0.33,ANTONYMS,1.0723125588378684
leave,excuse,V,4.38,NONE,0.8122411298209407
dismiss,excuse,V,5.48,NONE,0.8478992333507442
think,ponder,V,8.8,HYPER/HYPONYMS,0.4532610902998291
hit,pinch,V,2.99,NONE,0.8782981848943114
frighten,scare,V,8.96,NONE,0.032649303537446994
whistle,hum,V,4.98,COHYPONYMS,0.6643144213122822
play,perform,V,5.98,HYPER/HYPONYMS,0.5816817870012998
leave,take,V,1.16,ANTONYMS,0.823385177422235
sell,barter,V,5.31,COHYPONYMS,0.7456929010381113
wreck,drive,V,0.91,NONE,0.9558936233693192
get,acquire,V,9.66,SYNONYMS,0.2812904889429426
arrest,prosecute,V,3.49,NONE,0.7248356913518338
snooze,doze,V,8.63,SYNONYMS,0.32296062567920936
condemn,accuse,V,6.14,NONE,0.5250829559104517
help,cry,V,0.66,NONE,1.0152067305295074
conquer,dominate,V,6.64,NONE,0.48922238297041787
receive,acquire,V,7.14,HYPER/HYPONYMS,0.4258532917910013
unite,marry,V,5.98,HYPER/HYPONYMS,0.8596169427340912
retreat,advance,V,0.33,ANTONYMS,1.0170562813522017
catch,chase,V,3.49,NONE,0.6881596234446279
jerk,pull,V,5.48,HYPER/HYPONYMS,0.923086409984695
assault,hurt,V,6.81,NONE,0.7199305875958517
travel,roam,V,4.83,HYPER/HYPONYMS,0.728610917842909
attack,fight,V,6.97,HYPER/HYPONYMS,0.7820137932116867
hitch,attach,V,3.82,HYPER/HYPONYMS,0.7332639278418625
bother,interrupt,V,6.14,NONE,0.3076254760860795
receive,deliver,V,1.49,NONE,0.5964535380620679
capture,take,V,7.47,HYPER/HYPONYMS,0.6003307881499267
move,leave,V,4.81,HYPER/HYPONYMS,0.7241864508094619
achieve,try,V,4.15,NONE,0.6980973327044524
retreat,charge,V,2.82,NONE,0.9728027381426381
fasten,hold,V,4.32,NONE,0.7323979626271071
rationalize,understand,V,5.98,NONE,0.8750714294198391
restore,fix,V,7.8,SYNONYMS,0.7585415680141387
come,leave,V,1.0,ANTONYMS,1.1536259315906614
aggravate,frustrate,V,7.47,NONE,0.7569421937197347
spank,hurt,V,4.15,NONE,0.8489084755959866
smell,taste,V,2.49,COHYPONYMS,0.47774986987614254
lower,raise,V,0.0,ANTONYMS,1.04160194094672
sink,dip,V,6.14,SYNONYMS,0.6953193201862558
hate,ignore,V,1.49,NONE,0.7502885872864976
strain,lift,V,1.83,NONE,0.9606199828341774
console,comfort,V,8.3,SYNONYMS,0.9350071851513685
play,lead,V,2.32,NONE,0.8299668747325296
talk,console,V,2.99,NONE,0.9615363161767627
tease,bother,V,4.98,HYPER/HYPONYMS,0.6981749619603472
deny,lie,V,4.15,NONE,0.9464464765247022
excel,advance,V,5.81,NONE,0.9090939874251535
annoy,irritate,V,9.3,SYNONYMS,0.009377242406205966
retreat,attack,V,0.83,NONE,0.8917643840485415
drink,pop,V,0.5,HYPER/HYPONYMS,0.9001045961182852
spank,hit,V,8.3,NONE,0.6954354833939032
shatter,break,V,7.3,HYPER/HYPONYMS,0.23751720354687345
lower,reduce,V,9.13,NONE,0.16313135107295174
reappear,fix,V,1.0,NONE,0.8447782156511575
sneak,hide,V,5.64,NONE,0.645769263098062
breathe,smother,V,0.66,NONE,0.7021103791868397
adjourn,leave,V,4.81,NONE,0.7540878204614874
persuade,urge,V,6.81,NONE,0.7028530818332004
accumulate,gain,V,9.13,COHYPONYMS,0.6403343861206459
wiggle,move,V,7.14,HYPER/HYPONYMS,0.25212061015131637
renounce,deny,V,5.81,HYPER/HYPONYMS,0.6572599911129258
miss,hit,V,0.17,ANTONYMS,1.0522010135400024
vary,differ,V,8.63,HYPER/HYPONYMS,0.07270422557693301
move,change,V,4.15,HYPER/HYPONYMS,0.4815188700744465
tow,move,V,4.48,HYPER/HYPONYMS,0.8601123057796054
tell,describe,V,7.64,NONE,0.6668193587072643
punish,hit,V,4.48,NONE,0.8307647935170716
talk,listen,V,1.16,NONE,0.5949919810229595
urge,beg,V,4.98,NONE,0.6178960752359324
grab,clench,V,6.47,COHYPONYMS,0.7814561018791475
heal,help,V,5.31,HYPER/HYPONYMS,0.8411056687464326
let,permit,V,8.13,SYNONYMS,0.23398462223687178
search,look,V,9.63,SYNONYMS,0.6056251851673848
lie,promise,V,0.33,COHYPONYMS,0.9603249887179509
set,swing,V,1.66,HYPER/HYPONYMS,0.9275626658900067
jog,run,V,7.47,HYPER/HYPONYMS,0.8957857163198825
stain,tarnish,V,6.79,SYNONYMS,0.6475123140658422
talk,say,V,8.96,NONE,0.3632174010406479
diminish,fade,V,7.8,HYPER/HYPONYMS,0.609403900367248
ignore,disregard,V,7.8,SYNONYMS,0.18648936517902948
die,kill,V,0.83,NONE,0.2914280880225091
spank,slap,V,7.64,NONE,0.4321058752103887
sew,crochet,V,6.81,NONE,0.33730893142625284
talk,associate,V,4.15,NONE,0.8885698297337722
touch,kiss,V,3.49,HYPER/HYPONYMS,0.8309906545254183
loosen,tie,V,0.33,ANTONYMS,0.8965844241157584
lie,assume,V,1.49,NONE,0.8893377901419941
gather,collect,V,9.63,SYNONYMS,0.10729069095239874
punish,reprimand,V,7.97,NONE,0.6461346564846742
have,want,V,1.83,NONE,0.6094016064155617
tote,carry,V,7.3,HYPER/HYPONYMS,0.7715044460903873
fly,soar,V,8.3,HYPER/HYPONYMS,0.8672590137996292
reduce,save,V,4.15,NONE,0.7977704725161717
stop,stay,V,6.47,HYPER/HYPONYMS,0.8588164598219714
spank,cry,V,1.16,NONE,0.8720227414988846
obey,follow,V,7.97,HYPER/HYPONYMS,0.3180489304605929
lose,control,V,0.17,NONE,0.9891237337348436
glide,hang,V,1.66,NONE,0.8035330748838408
grab,take,V,5.98,HYPER/HYPONYMS,0.3806999766704551
hop,jump,V,6.81,HYPER/HYPONYMS,0.14904677516954468
argue,disagree,V,6.64,NONE,0.7114756609194911
slide,move,V,4.48,HYPER/HYPONYMS,0.7996452251507575
incline,tend,V,5.15,SYNONYMS,0.6114895922554207
stop,hesitate,V,5.15,NONE,0.9192357542038571
toss,fling,V,8.13,HYPER/HYPONYMS,0.7696325361243261
kneel,beg,V,4.81,NONE,0.7099571011490802
stare,look,V,7.47,HYPER/HYPONYMS,0.27174255870904707
disintegrate,perish,V,7.97,NONE,0.5822296249291342
dislike,shun,V,5.81,NONE,0.8576952050415787
deposit,return,V,0.6,NONE,0.9885624166383574
stop,disallow,V,6.81,NONE,99999.0
walk,crawl,V,2.32,COHYPONYMS,0.7813386546201267
renounce,reject,V,7.47,HYPER/HYPONYMS,0.6007266645695064
snore,snooze,V,4.15,NONE,0.5092108926802142
look,see,V,7.97,HYPER/HYPONYMS,0.23077962331093205
assault,aggravate,V,3.65,NONE,0.8428438701314873
obtain,have,V,7.8,NONE,0.506304522743012
beware,watch,V,4.81,HYPER/HYPONYMS,0.548149833754091
talk,rap,V,4.32,HYPER/HYPONYMS,0.8486267193195629
tell,lie,V,2.16,NONE,0.8670751981281553
cover,spread,V,4.98,HYPER/HYPONYMS,0.8676107159041961
descend,leave,V,2.66,NONE,0.8080339765025826
take,snatch,V,7.8,HYPER/HYPONYMS,0.8781444018638918
call,bluff,V,2.66,NONE,0.9315649888092408
cover,hide,V,6.47,HYPER/HYPONYMS,0.8402739234283771
pick,elect,V,7.47,COHYPONYMS,0.17553224305287618
smear,rub,V,5.98,HYPER/HYPONYMS,0.7880874119803963
keep,save,V,8.47,HYPER/HYPONYMS,0.6522226821230198
decrease,increase,V,0.17,ANTONYMS,1.0507618742550864
disprove,disagree,V,5.98,NONE,0.7166598798723525
sow,sew,V,1.66,NONE,0.8534806781707751
claim,sue,V,2.82,NONE,0.659651609975787
allow,go,V,2.66,NONE,0.7521560757388434
triumph,win,V,9.79,HYPER/HYPONYMS,0.1607396258911329
forget,leave,V,3.15,SYNONYMS,0.7734453484964162
sit,lounge,V,6.47,HYPER/HYPONYMS,0.7672054147825437
disappear,dissolve,V,6.47,NONE,0.6563402108014669
defend,stand,V,1.66,HYPER/HYPONYMS,0.7745306553261901
overcome,conquer,V,7.8,HYPER/HYPONYMS,0.3300954348081854
deliver,bring,V,6.14,HYPER/HYPONYMS,0.2760743210723017
kneel,sit,V,2.82,NONE,0.7653226416099663
hurt,limp,V,2.99,NONE,0.8366394976190643
disprove,reject,V,6.31,NONE,0.33613736440473063
yell,holler,V,9.13,SYNONYMS,0.07001713160041045
make,design,V,4.81,HYPER/HYPONYMS,0.6789774996181228
like,want,V,3.82,HYPER/HYPONYMS,0.5759654129284958
acquire,gain,V,8.8,HYPER/HYPONYMS,0.2607223055432836
regret,dislike,V,3.15,NONE,0.6100695361747035
accept,understand,V,7.3,HYPER/HYPONYMS,0.5268156231433057
wiggle,giggle,V,0.83,NONE,0.864508451571981
hop,skip,V,5.81,SYNONYMS,0.29762463919130067
push,pull,V,0.83,ANTONYMS,1.0313017385925545
veer,turn,V,5.43,HYPER/HYPONYMS,0.8824942362737981
assume,know,V,2.49,NONE,0.6338311563109342
hurt,condemn,V,2.32,NONE,0.7955987581528499
defrost,thaw,V,8.47,HYPER/HYPONYMS,0.26578311014967304
scream,roar,V,7.14,HYPER/HYPONYMS,0.553430611230834
convince,talk,V,4.32,NONE,0.7891523451399101
retreat,leave,V,8.47,NONE,0.7396255122200524
annoy,confuse,V,2.49,NONE,0.6248819139369497
reject,ignore,V,7.3,HYPER/HYPONYMS,0.7321131563826494
destroy,diminish,V,5.64,NONE,0.6778887918519416
haul,lift,V,6.14,NONE,0.9173610977030441
wait,hesitate,V,6.14,HYPER/HYPONYMS,0.8352359511318894
give,sell,V,2.32,HYPER/HYPONYMS,0.9221104667095457
rise,lower,V,0.33,NONE,1.0267405423791647
hurt,cry,V,2.49,NONE,0.9845696044511489
multiply,increase,V,7.3,HYPER/HYPONYMS,0.33392716019968305
stop,flow,V,0.17,NONE,0.9051709646662285
prosecute,try,V,4.48,COHYPONYMS,0.3779445781513957
justify,clarify,V,4.32,NONE,0.7441672096969056
acknowledge,greet,V,5.64,NONE,0.6169917656934911
scold,yell,V,6.47,NONE,0.5229229441002914
shuffle,travel,V,1.66,HYPER/HYPONYMS,0.9986169589792128
lose,fail,V,7.14,NONE,0.6163613386449408
speak,renounce,V,3.98,NONE,0.9662248982070121
come,go,V,1.83,HYPER/HYPONYMS,1.0698334880108642
yell,criticize,V,1.83,NONE,0.8375917477155785
bake,make,V,6.19,HYPER/HYPONYMS,0.9042149355982314
originate,start,V,8.45,SYNONYMS,0.7227467624727957
attack,tackle,V,5.15,HYPER/HYPONYMS,0.8023814820173267
use,operate,V,8.47,NONE,0.3730283652515196
run,flow,V,2.66,SYNONYMS,0.9157313022049131
collect,acquire,V,6.97,HYPER/HYPONYMS,0.6065393684968188
move,turn,V,4.81,HYPER/HYPONYMS,0.6300368893267019
enter,leave,V,1.16,ANTONYMS,1.0127353547751463
engage,marry,V,4.48,NONE,0.9190112627518541
grab,reach,V,7.14,COHYPONYMS,0.7665680713674958
agree,disagree,V,0.66,ANTONYMS,1.0605282693305205
replace,fill,V,3.15,NONE,0.8512773764244043
hurt,whip,V,3.98,NONE,0.9011959430997104
whip,punish,V,5.81,NONE,0.7490291619602327
yell,roar,V,7.47,HYPER/HYPONYMS,0.571692314714072
hurt,feel,V,5.15,COHYPONYMS,0.892171210284228
fall,bounce,V,1.66,COHYPONYMS,0.7860018452695314
choose,pick,V,9.63,HYPER/HYPONYMS,0.09959386656339941
sew,knit,V,5.98,NONE,0.412237695799043
perish,leave,V,1.33,NONE,0.8584442462832281
ponder,toil,V,3.15,NONE,0.8972261132685642
wipe,spill,V,1.0,NONE,0.79052402276663
affect,respond,V,1.66,NONE,0.9931277372583698
deliver,send,V,6.14,NONE,0.621455060449636
fix,mend,V,9.3,SYNONYMS,0.10449686746873099
evaluate,examine,V,7.8,HYPER/HYPONYMS,0.552150775076659
become,grow,V,5.15,HYPER/HYPONYMS,0.8366489485241244
learn,know,V,5.64,NONE,0.4555813341543641
glare,reflect,V,3.49,HYPER/HYPONYMS,0.611450762762717
cook,boil,V,5.98,COHYPONYMS,0.48236683781219847
lead,direct,V,6.97,SYNONYMS,0.6372960443155999
talk,reply,V,5.31,NONE,0.7801963439059636
inspect,search,V,6.31,COHYPONYMS,0.4316543169686139
respond,talk,V,4.98,NONE,0.78628373317236
argue,differ,V,6.14,NONE,0.8447573832477483
betray,cheat,V,7.3,SYNONYMS,0.3582776998023963
decrease,decline,V,6.64,HYPER/HYPONYMS,0.06095129410934563
increase,reduce,V,1.33,NONE,1.030404906166949
blur,smear,V,7.47,SYNONYMS,0.6045102538772065
irritate,frustrate,V,7.8,HYPER/HYPONYMS,0.547164044038577
sell,hustle,V,3.65,COHYPONYMS,0.8360822322073039
release,unload,V,7.14,NONE,0.6994904601574815
want,demand,V,4.48,HYPER/HYPONYMS,0.7117397553093192
swear,damn,V,6.14,NONE,0.782064169595268
squint,glare,V,3.82,NONE,0.6123288088404822
yell,hoot,V,3.49,NONE,0.7411747491486593
result,finish,V,6.64,NONE,0.7312173542055265
