word1,word2,pos,sv_score,relation,cf_score,include,one_minus_cf,wn_wup,sv_bucket,cf_bucket,wn_bucket
dismiss,excuse,V,5.48,NONE,0.8478992329999999,1,0.15210076664925598,0.1111111111111111,0.23000000000000043,0.15210076664925598,0.1111111111111111
think,ponder,V,8.8,HYPER/HYPONYMS,0.45326109,1,0.546738909700171,0.25,0.05000000000000071,0.04673890970017103,0.0
hit,pinch,V,2.99,NONE,0.878298185,1,0.12170181510568903,0.125,0.2400000000000002,0.12170181510568903,0.125
frighten,scare,V,8.96,NONE,0.032649304,1,0.967350696462553,1.0,0.21000000000000085,0.217350696462553,0.0
whistle,hum,V,4.98,COHYPONYMS,0.664314421,1,0.335685578687718,0.1,0.23000000000000043,0.08568557868771798,0.1
play,perform,V,5.98,HYPER/HYPONYMS,0.5816817870000001,1,0.4183182129987,0.25,0.23000000000000043,0.16831821299869998,0.0
leave,take,V,1.16,ANTONYMS,0.823385177,1,0.17661482257776506,0.25,0.15999999999999992,0.17661482257776506,0.0
sell,barter,V,5.31,COHYPONYMS,0.745692901,1,0.25430709896188897,0.3333333333333333,0.05999999999999961,0.004307098961888967,0.08333333333333331
wreck,drive,V,0.91,NONE,0.955893623,1,0.044106376630681,0.125,0.16000000000000003,0.044106376630681,0.125
get,acquire,V,9.66,SYNONYMS,0.281290489,1,0.7187095110570569,1.0,0.16000000000000014,0.21870951105705694,0.0
arrest,prosecute,V,3.49,NONE,0.7248356909999999,1,0.27516430864816604,0.16666666666666666,0.2400000000000002,0.025164308648166045,0.16666666666666666
snooze,doze,V,8.63,SYNONYMS,0.32296062600000003,1,0.6770393743207911,1.0,0.13000000000000078,0.1770393743207911,0.0
condemn,accuse,V,6.14,NONE,0.525082956,1,0.474917044089548,0.1,0.13999999999999968,0.224917044089548,0.1
help,cry,V,0.66,NONE,1.015206731,1,-0.015206730529507,0.2,0.16000000000000003,0.234793269470493,0.2
conquer,dominate,V,6.64,NONE,0.489222383,1,0.510777617029582,0.125,0.13999999999999968,0.01077761702958202,0.125
receive,acquire,V,7.14,HYPER/HYPONYMS,0.4258532920000001,1,0.574146708208999,0.5,0.13999999999999968,0.07414670820899905,0.0
unite,marry,V,5.98,HYPER/HYPONYMS,0.859616943,1,0.140383057265909,0.5,0.23000000000000043,0.140383057265909,0.0
retreat,advance,V,0.33,ANTONYMS,1.017056281,1,-0.017056281352202,0.3333333333333333,0.08000000000000002,0.232943718647798,0.08333333333333331
catch,chase,V,3.49,NONE,0.688159623,1,0.311840376555372,0.14285714285714285,0.2400000000000002,0.061840376555372,0.14285714285714285
jerk,pull,V,5.48,HYPER/HYPONYMS,0.92308641,1,0.076913590015305,0.5,0.23000000000000043,0.076913590015305,0.0
assault,hurt,V,6.81,NONE,0.719930588,1,0.280069412404148,0.25,0.05999999999999961,0.03006941240414801,0.0
travel,roam,V,4.83,HYPER/HYPONYMS,0.728610918,1,0.271389082157091,0.5,0.08000000000000007,0.02138908215709101,0.0
attack,fight,V,6.97,HYPER/HYPONYMS,0.782013793,1,0.217986206788313,0.5,0.21999999999999975,0.217986206788313,0.0
hitch,attach,V,3.82,HYPER/HYPONYMS,0.733263928,1,0.266736072158138,0.5,0.06999999999999984,0.016736072158137993,0.0
bother,interrupt,V,6.14,NONE,0.307625476,1,0.692374523913921,0.09090909090909093,0.13999999999999968,0.19237452391392096,0.09090909090909093
receive,deliver,V,1.49,NONE,0.596453538,1,0.403546461937932,0.125,0.24,0.15354646193793198,0.125
capture,take,V,7.47,HYPER/HYPONYMS,0.600330788,1,0.399669211850073,0.14285714285714285,0.21999999999999975,0.14966921185007298,0.14285714285714285
move,leave,V,4.81,HYPER/HYPONYMS,0.7241864509999999,1,0.275813549190538,0.3333333333333333,0.05999999999999961,0.02581354919053802,0.08333333333333331
achieve,try,V,4.15,NONE,0.698097333,1,0.30190266729554804,0.2,0.15000000000000036,0.051902667295548044,0.2
retreat,charge,V,2.82,NONE,0.972802738,1,0.027197261857362005,0.16666666666666666,0.06999999999999984,0.027197261857362005,0.16666666666666666
fasten,hold,V,4.32,NONE,0.7323979629999999,1,0.267602037372893,0.2,0.07000000000000028,0.01760203737289301,0.2
rationalize,understand,V,5.98,NONE,0.875071429,1,0.124928570580161,0.125,0.23000000000000043,0.124928570580161,0.125
restore,fix,V,7.8,SYNONYMS,0.7585415679999999,1,0.24145843198586106,0.125,0.04999999999999982,0.24145843198586106,0.125
come,leave,V,1.0,ANTONYMS,1.153625932,1,-0.153625931590661,0.25,0.0,0.09637406840933899,0.0
aggravate,frustrate,V,7.47,NONE,0.7569421940000001,1,0.243057806280265,0.2,0.21999999999999975,0.243057806280265,0.2
spank,hurt,V,4.15,NONE,0.848908476,1,0.151091524404013,0.2,0.15000000000000036,0.151091524404013,0.2
smell,taste,V,2.49,COHYPONYMS,0.47774987,1,0.522250130123857,0.25,0.2400000000000002,0.022250130123857015,0.0
lower,raise,V,0.0,ANTONYMS,1.041601941,1,-0.04160194094672,0.16666666666666666,0.0,0.20839805905328002,0.16666666666666666
sink,dip,V,6.14,SYNONYMS,0.69531932,1,0.3046806798137439,0.125,0.13999999999999968,0.054680679813743915,0.125
hate,ignore,V,1.49,NONE,0.750288587,1,0.249711412713502,0.14285714285714285,0.24,0.249711412713502,0.14285714285714285
strain,lift,V,1.83,NONE,0.960619983,1,0.039380017165823,0.125,0.08000000000000007,0.039380017165823,0.125
console,comfort,V,8.3,SYNONYMS,0.935007185,1,0.06499281484863201,1.0,0.05000000000000071,0.06499281484863201,0.0
play,lead,V,2.32,NONE,0.829966875,1,0.17003312526747,0.25,0.06999999999999984,0.17003312526747,0.0
talk,console,V,2.99,NONE,0.961536316,1,0.038463683823237,0.16666666666666666,0.2400000000000002,0.038463683823237,0.16666666666666666
tease,bother,V,4.98,HYPER/HYPONYMS,0.6981749620000001,1,0.301825038039653,0.08333333333333333,0.23000000000000043,0.05182503803965299,0.08333333333333333
deny,lie,V,4.15,NONE,0.946446477,1,0.053553523475298,0.16666666666666666,0.15000000000000036,0.053553523475298,0.16666666666666666
excel,advance,V,5.81,NONE,0.909093987,1,0.09090601257484697,0.25,0.05999999999999961,0.09090601257484697,0.0
annoy,irritate,V,9.3,SYNONYMS,0.009377242,1,0.990622757593794,1.0,0.05000000000000071,0.24062275759379403,0.0
retreat,attack,V,0.83,NONE,0.891764384,1,0.10823561595145803,0.2,0.07999999999999996,0.10823561595145803,0.2
drink,pop,V,0.5,HYPER/HYPONYMS,0.9001045959999999,1,0.099895403881715,0.16666666666666666,0.0,0.099895403881715,0.16666666666666666
spank,hit,V,8.3,NONE,0.695435483,1,0.304564516606097,0.16666666666666666,0.05000000000000071,0.05456451660609701,0.16666666666666666
shatter,break,V,7.3,HYPER/HYPONYMS,0.237517204,1,0.7624827964531271,0.1111111111111111,0.04999999999999982,0.01248279645312711,0.1111111111111111
lower,reduce,V,9.13,NONE,0.163131351,1,0.836868648927048,0.16666666666666666,0.13000000000000078,0.08686864892704804,0.16666666666666666
reappear,fix,V,1.0,NONE,0.8447782159999999,1,0.15522178434884198,0.16666666666666666,0.0,0.15522178434884198,0.16666666666666666
sneak,hide,V,5.64,NONE,0.6457692629999999,1,0.354230736901938,0.2,0.13999999999999968,0.10423073690193801,0.2
breathe,smother,V,0.66,NONE,0.7021103790000001,1,0.29788962081316,0.25,0.16000000000000003,0.047889620813160005,0.0
adjourn,leave,V,4.81,NONE,0.75408782,1,0.24591217953851305,0.25,0.05999999999999961,0.24591217953851305,0.0
persuade,urge,V,6.81,NONE,0.7028530820000001,1,0.2971469181668,0.07692307692307693,0.05999999999999961,0.0471469181668,0.07692307692307693
accumulate,gain,V,9.13,COHYPONYMS,0.640334386,1,0.359665613879354,0.125,0.13000000000000078,0.10966561387935397,0.125
wiggle,move,V,7.14,HYPER/HYPONYMS,0.25212061,1,0.7478793898486841,0.2,0.13999999999999968,0.24787938984868407,0.2
renounce,deny,V,5.81,HYPER/HYPONYMS,0.657259991,1,0.342740008887074,0.1111111111111111,0.05999999999999961,0.09274000888707401,0.1111111111111111
miss,hit,V,0.17,ANTONYMS,1.052201014,1,-0.052201013540002,0.2,0.17,0.197798986459998,0.2
vary,differ,V,8.63,HYPER/HYPONYMS,0.072704226,1,0.927295774423067,0.3333333333333333,0.13000000000000078,0.177295774423067,0.08333333333333331
move,change,V,4.15,HYPER/HYPONYMS,0.48151887,1,0.518481129925554,0.3333333333333333,0.15000000000000036,0.018481129925553952,0.08333333333333331
tow,move,V,4.48,HYPER/HYPONYMS,0.860112306,1,0.139887694220395,0.14285714285714285,0.23000000000000043,0.139887694220395,0.14285714285714285
tell,describe,V,7.64,NONE,0.666819359,1,0.333180641292736,0.08333333333333333,0.13999999999999968,0.083180641292736,0.08333333333333333
punish,hit,V,4.48,NONE,0.830764794,1,0.16923520648292806,0.2,0.23000000000000043,0.16923520648292806,0.2
talk,listen,V,1.16,NONE,0.5949919810000001,1,0.405008018977041,0.14285714285714285,0.15999999999999992,0.15500801897704097,0.14285714285714285
urge,beg,V,4.98,NONE,0.617896075,1,0.382103924764068,0.05882352941176471,0.23000000000000043,0.13210392476406801,0.05882352941176471
grab,clench,V,6.47,COHYPONYMS,0.781456102,1,0.218543898120852,0.3333333333333333,0.21999999999999975,0.218543898120852,0.08333333333333331
heal,help,V,5.31,HYPER/HYPONYMS,0.8411056690000001,1,0.15889433125356694,0.14285714285714285,0.05999999999999961,0.15889433125356694,0.14285714285714285
let,permit,V,8.13,SYNONYMS,0.233984622,1,0.766015377763128,0.16666666666666666,0.13000000000000078,0.016015377763128003,0.16666666666666666
search,look,V,9.63,SYNONYMS,0.605625185,1,0.3943748148326149,0.3333333333333333,0.13000000000000078,0.14437481483261488,0.08333333333333331
lie,promise,V,0.33,COHYPONYMS,0.960324989,1,0.039675011282048984,0.14285714285714285,0.08000000000000002,0.039675011282048984,0.14285714285714285
set,swing,V,1.66,HYPER/HYPONYMS,0.927562666,1,0.07243733410999299,0.3333333333333333,0.15999999999999992,0.07243733410999299,0.08333333333333331
jog,run,V,7.47,HYPER/HYPONYMS,0.8957857159999999,1,0.104214283680118,0.1,0.21999999999999975,0.104214283680118,0.1
stain,tarnish,V,6.79,SYNONYMS,0.647512314,1,0.352487685934158,0.14285714285714285,0.040000000000000036,0.10248768593415802,0.14285714285714285
talk,say,V,8.96,NONE,0.363217401,1,0.6367825989593521,0.14285714285714285,0.21000000000000085,0.13678259895935208,0.14285714285714285
diminish,fade,V,7.8,HYPER/HYPONYMS,0.6094039000000001,1,0.390596099632752,0.3333333333333333,0.04999999999999982,0.140596099632752,0.08333333333333331
ignore,disregard,V,7.8,SYNONYMS,0.186489365,1,0.8135106348209709,1.0,0.04999999999999982,0.06351063482097086,0.0
die,kill,V,0.83,NONE,0.29142808800000003,1,0.7085719119774909,0.2,0.07999999999999996,0.20857191197749092,0.2
spank,slap,V,7.64,NONE,0.432105875,1,0.567894124789611,0.16666666666666666,0.13999999999999968,0.06789412478961099,0.16666666666666666
sew,crochet,V,6.81,NONE,0.33730893100000003,1,0.662691068573747,0.125,0.05999999999999961,0.16269106857374704,0.125
talk,associate,V,4.15,NONE,0.88856983,1,0.11143017026622802,0.14285714285714285,0.15000000000000036,0.11143017026622802,0.14285714285714285
touch,kiss,V,3.49,HYPER/HYPONYMS,0.830990655,1,0.16900934547458202,0.5,0.2400000000000002,0.16900934547458202,0.0
loosen,tie,V,0.33,ANTONYMS,0.896584424,1,0.10341557588424198,0.14285714285714285,0.08000000000000002,0.10341557588424198,0.14285714285714285
lie,assume,V,1.49,NONE,0.88933779,1,0.110662209858006,0.14285714285714285,0.24,0.110662209858006,0.14285714285714285
gather,collect,V,9.63,SYNONYMS,0.107290691,1,0.8927093090476009,0.16666666666666666,0.13000000000000078,0.14270930904760093,0.16666666666666666
punish,reprimand,V,7.97,NONE,0.646134656,1,0.353865343515326,0.125,0.21999999999999975,0.103865343515326,0.125
have,want,V,1.83,NONE,0.609401606,1,0.390598393584438,0.3333333333333333,0.08000000000000007,0.140598393584438,0.08333333333333331
tote,carry,V,7.3,HYPER/HYPONYMS,0.7715044459999999,1,0.228495553909613,0.5,0.04999999999999982,0.228495553909613,0.0
fly,soar,V,8.3,HYPER/HYPONYMS,0.867259014,1,0.132740986200371,0.25,0.05000000000000071,0.132740986200371,0.0
reduce,save,V,4.15,NONE,0.7977704729999999,1,0.202229527483828,0.14285714285714285,0.15000000000000036,0.202229527483828,0.14285714285714285
stop,stay,V,6.47,HYPER/HYPONYMS,0.85881646,1,0.141183540178029,0.25,0.21999999999999975,0.141183540178029,0.0
spank,cry,V,1.16,NONE,0.872022741,1,0.12797725850111502,0.2,0.15999999999999992,0.12797725850111502,0.2
obey,follow,V,7.97,HYPER/HYPONYMS,0.31804893,1,0.6819510695394071,0.16666666666666666,0.21999999999999975,0.1819510695394071,0.16666666666666666
lose,control,V,0.17,NONE,0.989123734,1,0.010876266265156,0.3333333333333333,0.17,0.010876266265156,0.08333333333333331
glide,hang,V,1.66,NONE,0.803533075,1,0.19646692511615896,0.25,0.15999999999999992,0.19646692511615896,0.0
grab,take,V,5.98,HYPER/HYPONYMS,0.380699977,1,0.619300023329545,0.16666666666666666,0.23000000000000043,0.11930002332954504,0.16666666666666666
hop,jump,V,6.81,HYPER/HYPONYMS,0.149046775,1,0.8509532248304549,0.5,0.05999999999999961,0.10095322483045488,0.0
argue,disagree,V,6.64,NONE,0.7114756609999999,1,0.288524339080509,0.16666666666666666,0.13999999999999968,0.03852433908050901,0.16666666666666666
slide,move,V,4.48,HYPER/HYPONYMS,0.799645225,1,0.200354774849242,0.3333333333333333,0.23000000000000043,0.200354774849242,0.08333333333333331
incline,tend,V,5.15,SYNONYMS,0.6114895920000001,1,0.38851040774457896,1.0,0.15000000000000036,0.13851040774457896,0.0
stop,hesitate,V,5.15,NONE,0.919235754,1,0.080764245796143,0.3333333333333333,0.15000000000000036,0.080764245796143,0.08333333333333331
toss,fling,V,8.13,HYPER/HYPONYMS,0.7696325359999999,1,0.230367463875674,0.5,0.13000000000000078,0.230367463875674,0.0
kneel,beg,V,4.81,NONE,0.709957101,1,0.29004289885092,0.08333333333333333,0.05999999999999961,0.040042898850919995,0.08333333333333333
stare,look,V,7.47,HYPER/HYPONYMS,0.271742559,1,0.728257441290953,0.5,0.21999999999999975,0.22825744129095304,0.0
disintegrate,perish,V,7.97,NONE,0.582229625,1,0.4177703750708661,0.2,0.21999999999999975,0.16777037507086612,0.2
dislike,shun,V,5.81,NONE,0.857695205,1,0.142304794958421,0.25,0.05999999999999961,0.142304794958421,0.0
deposit,return,V,0.6,NONE,0.988562417,1,0.011437583361642998,0.14285714285714285,0.09999999999999998,0.011437583361642998,0.14285714285714285
walk,crawl,V,2.32,COHYPONYMS,0.781338655,1,0.21866134537987306,0.3333333333333333,0.06999999999999984,0.21866134537987306,0.08333333333333331
renounce,reject,V,7.47,HYPER/HYPONYMS,0.600726665,1,0.3992733354304939,0.1111111111111111,0.21999999999999975,0.14927333543049393,0.1111111111111111
snore,snooze,V,4.15,NONE,0.509210893,1,0.490789107319786,0.1111111111111111,0.15000000000000036,0.24078910731978598,0.1111111111111111
look,see,V,7.97,HYPER/HYPONYMS,0.230779623,1,0.769220376689068,0.25,0.21999999999999975,0.019220376689067953,0.0
assault,aggravate,V,3.65,NONE,0.84284387,1,0.157156129868513,0.25,0.1499999999999999,0.157156129868513,0.0
obtain,have,V,7.8,NONE,0.506304523,1,0.493695477256988,0.25,0.04999999999999982,0.24369547725698798,0.0
beware,watch,V,4.81,HYPER/HYPONYMS,0.548149834,1,0.451850166245909,0.25,0.05999999999999961,0.201850166245909,0.0
talk,rap,V,4.32,HYPER/HYPONYMS,0.8486267190000001,1,0.15137328068043698,0.125,0.07000000000000028,0.15137328068043698,0.125
tell,lie,V,2.16,NONE,0.867075198,1,0.132924801871845,0.2,0.16000000000000014,0.132924801871845,0.2
cover,spread,V,4.98,HYPER/HYPONYMS,0.867610716,1,0.132389284095804,0.3333333333333333,0.23000000000000043,0.132389284095804,0.08333333333333331
descend,leave,V,2.66,NONE,0.808033977,1,0.191966023497417,0.25,0.16000000000000014,0.191966023497417,0.0
take,snatch,V,7.8,HYPER/HYPONYMS,0.878144402,1,0.121855598136108,0.16666666666666666,0.04999999999999982,0.121855598136108,0.16666666666666666
call,bluff,V,2.66,NONE,0.931564989,1,0.068435011190759,0.16666666666666666,0.16000000000000014,0.068435011190759,0.16666666666666666
cover,hide,V,6.47,HYPER/HYPONYMS,0.8402739229999999,1,0.15972607657162302,0.3333333333333333,0.21999999999999975,0.15972607657162302,0.08333333333333331
pick,elect,V,7.47,COHYPONYMS,0.175532243,1,0.824467756947124,0.3333333333333333,0.21999999999999975,0.07446775694712404,0.08333333333333331
smear,rub,V,5.98,HYPER/HYPONYMS,0.788087412,1,0.211912588019604,0.16666666666666666,0.23000000000000043,0.211912588019604,0.16666666666666666
keep,save,V,8.47,HYPER/HYPONYMS,0.652222682,1,0.34777731787698,0.2,0.22000000000000064,0.09777731787698002,0.2
decrease,increase,V,0.17,ANTONYMS,1.050761874,1,-0.050761874255086,0.3333333333333333,0.17,0.199238125744914,0.08333333333333331
disprove,disagree,V,5.98,NONE,0.71665988,1,0.283340120127648,0.16666666666666666,0.23000000000000043,0.033340120127647976,0.16666666666666666
sow,sew,V,1.66,NONE,0.8534806779999999,1,0.146519321829225,0.125,0.15999999999999992,0.146519321829225,0.125
claim,sue,V,2.82,NONE,0.65965161,1,0.340348390024213,0.07692307692307693,0.06999999999999984,0.09034839002421302,0.07692307692307693
allow,go,V,2.66,NONE,0.7521560759999999,1,0.24784392426115695,0.3333333333333333,0.16000000000000014,0.24784392426115695,0.08333333333333331
triumph,win,V,9.79,HYPER/HYPONYMS,0.160739626,1,0.839260374108867,0.5,0.03999999999999915,0.089260374108867,0.0
forget,leave,V,3.15,SYNONYMS,0.773445348,1,0.226554651503584,0.3333333333333333,0.1499999999999999,0.226554651503584,0.08333333333333331
sit,lounge,V,6.47,HYPER/HYPONYMS,0.767205415,1,0.232794585217456,0.5,0.21999999999999975,0.232794585217456,0.0
disappear,dissolve,V,6.47,NONE,0.6563402110000001,1,0.343659789198533,0.2,0.21999999999999975,0.09365978919853302,0.2
defend,stand,V,1.66,HYPER/HYPONYMS,0.774530655,1,0.22546934467381,0.1111111111111111,0.15999999999999992,0.22546934467381,0.1111111111111111
overcome,conquer,V,7.8,HYPER/HYPONYMS,0.330095435,1,0.669904565191815,0.125,0.04999999999999982,0.16990456519181496,0.125
deliver,bring,V,6.14,HYPER/HYPONYMS,0.276074321,1,0.723925678927698,0.1111111111111111,0.13999999999999968,0.223925678927698,0.1111111111111111
kneel,sit,V,2.82,NONE,0.765322642,1,0.234677358390034,0.2,0.06999999999999984,0.234677358390034,0.2
hurt,limp,V,2.99,NONE,0.8366394979999999,1,0.163360502380936,0.16666666666666666,0.2400000000000002,0.163360502380936,0.16666666666666666
disprove,reject,V,6.31,NONE,0.336137364,1,0.663862635595269,0.125,0.05999999999999961,0.16386263559526903,0.125
yell,holler,V,9.13,SYNONYMS,0.070017132,1,0.9299828683995892,0.1111111111111111,0.13000000000000078,0.1799828683995892,0.1111111111111111
make,design,V,4.81,HYPER/HYPONYMS,0.6789775,1,0.321022500381877,0.2,0.05999999999999961,0.07102250038187702,0.2
like,want,V,3.82,HYPER/HYPONYMS,0.5759654129999999,1,0.424034587071504,0.5,0.06999999999999984,0.174034587071504,0.0
acquire,gain,V,8.8,HYPER/HYPONYMS,0.260722306,1,0.7392776944567159,0.3333333333333333,0.05000000000000071,0.23927769445671587,0.08333333333333331
regret,dislike,V,3.15,NONE,0.610069536,1,0.389930463825296,0.25,0.1499999999999999,0.139930463825296,0.0
accept,understand,V,7.3,HYPER/HYPONYMS,0.526815623,1,0.473184376856694,0.2,0.04999999999999982,0.223184376856694,0.2
wiggle,giggle,V,0.83,NONE,0.864508452,1,0.135491548428019,0.14285714285714285,0.07999999999999996,0.135491548428019,0.14285714285714285
hop,skip,V,5.81,SYNONYMS,0.297624639,1,0.702375360808699,0.16666666666666666,0.05999999999999961,0.202375360808699,0.16666666666666666
push,pull,V,0.83,ANTONYMS,1.031301739,1,-0.031301738592555,0.3333333333333333,0.07999999999999996,0.218698261407445,0.08333333333333331
veer,turn,V,5.43,HYPER/HYPONYMS,0.882494236,1,0.117505763726202,0.5,0.17999999999999972,0.117505763726202,0.0
assume,know,V,2.49,NONE,0.6338311560000001,1,0.3661688436890661,0.16666666666666666,0.2400000000000002,0.1161688436890661,0.16666666666666666
hurt,condemn,V,2.32,NONE,0.795598758,1,0.20440124184715,0.1,0.06999999999999984,0.20440124184715,0.1
defrost,thaw,V,8.47,HYPER/HYPONYMS,0.26578311,1,0.7342168898503271,0.5,0.22000000000000064,0.23421688985032707,0.0
scream,roar,V,7.14,HYPER/HYPONYMS,0.553430611,1,0.446569388769166,0.14285714285714285,0.13999999999999968,0.19656938876916602,0.14285714285714285
convince,talk,V,4.32,NONE,0.789152345,1,0.21084765486009,0.125,0.07000000000000028,0.21084765486009,0.125
retreat,leave,V,8.47,NONE,0.739625512,1,0.260374487779948,0.25,0.22000000000000064,0.010374487779947983,0.0
annoy,confuse,V,2.49,NONE,0.624881914,1,0.37511808606305,0.125,0.2400000000000002,0.12511808606305003,0.125
reject,ignore,V,7.3,HYPER/HYPONYMS,0.7321131559999999,1,0.26788684361735104,0.125,0.04999999999999982,0.017886843617351045,0.125
destroy,diminish,V,5.64,NONE,0.6778887920000001,1,0.322111208148058,0.16666666666666666,0.13999999999999968,0.07211120814805799,0.16666666666666666
haul,lift,V,6.14,NONE,0.917361098,1,0.082638902296956,0.25,0.13999999999999968,0.082638902296956,0.0
wait,hesitate,V,6.14,HYPER/HYPONYMS,0.8352359509999999,1,0.164764048868111,0.3333333333333333,0.13999999999999968,0.164764048868111,0.08333333333333331
give,sell,V,2.32,HYPER/HYPONYMS,0.922110467,1,0.077889533290454,0.2,0.06999999999999984,0.077889533290454,0.2
rise,lower,V,0.33,NONE,1.026740542,1,-0.026740542379165004,0.2,0.08000000000000002,0.223259457620835,0.2
hurt,cry,V,2.49,NONE,0.984569604,1,0.015430395548851,0.2,0.2400000000000002,0.015430395548851,0.2
multiply,increase,V,7.3,HYPER/HYPONYMS,0.33392716,1,0.666072839800317,0.125,0.04999999999999982,0.16607283980031695,0.125
stop,flow,V,0.17,NONE,0.905170965,1,0.094829035333772,0.25,0.17,0.094829035333772,0.0
prosecute,try,V,4.48,COHYPONYMS,0.377944578,1,0.622055421848604,0.3333333333333333,0.23000000000000043,0.12205542184860396,0.08333333333333331
justify,clarify,V,4.32,NONE,0.74416721,1,0.255832790303094,0.1,0.07000000000000028,0.0058327903030940265,0.1
acknowledge,greet,V,5.64,NONE,0.616991766,1,0.383008234306509,0.1111111111111111,0.13999999999999968,0.133008234306509,0.1111111111111111
scold,yell,V,6.47,NONE,0.522922944,1,0.477077055899709,0.1111111111111111,0.21999999999999975,0.227077055899709,0.1111111111111111
shuffle,travel,V,1.66,HYPER/HYPONYMS,0.998616959,1,0.0013830410207870006,0.3333333333333333,0.15999999999999992,0.0013830410207870006,0.08333333333333331
lose,fail,V,7.14,NONE,0.616361339,1,0.3836386613550589,0.3333333333333333,0.13999999999999968,0.13363866135505892,0.08333333333333331
speak,renounce,V,3.98,NONE,0.966224898,1,0.033775101792988,0.1,0.22999999999999998,0.033775101792988,0.1
come,go,V,1.83,HYPER/HYPONYMS,1.069833488,1,-0.069833488010864,0.5,0.08000000000000007,0.180166511989136,0.0
yell,criticize,V,1.83,NONE,0.837591748,1,0.162408252284421,0.125,0.08000000000000007,0.162408252284421,0.125
bake,make,V,6.19,HYPER/HYPONYMS,0.904214936,1,0.095785064401769,0.16666666666666666,0.1900000000000004,0.095785064401769,0.16666666666666666
originate,start,V,8.45,SYNONYMS,0.722746762,1,0.277253237527204,0.25,0.1999999999999993,0.02725323752720399,0.0
attack,tackle,V,5.15,HYPER/HYPONYMS,0.802381482,1,0.19761851798267305,0.14285714285714285,0.15000000000000036,0.19761851798267305,0.14285714285714285
use,operate,V,8.47,NONE,0.373028365,1,0.62697163474848,0.16666666666666666,0.22000000000000064,0.12697163474847994,0.16666666666666666
run,flow,V,2.66,SYNONYMS,0.915731302,1,0.084268697795087,0.16666666666666666,0.16000000000000014,0.084268697795087,0.16666666666666666
collect,acquire,V,6.97,HYPER/HYPONYMS,0.606539368,1,0.393460631503181,0.16666666666666666,0.21999999999999975,0.143460631503181,0.16666666666666666
move,turn,V,4.81,HYPER/HYPONYMS,0.630036889,1,0.369963110673298,0.25,0.05999999999999961,0.11996311067329801,0.0
enter,leave,V,1.16,ANTONYMS,1.012735355,1,-0.012735354775146002,0.3333333333333333,0.15999999999999992,0.237264645224854,0.08333333333333331
engage,marry,V,4.48,NONE,0.919011263,1,0.080988737248146,0.16666666666666666,0.23000000000000043,0.080988737248146,0.16666666666666666
grab,reach,V,7.14,COHYPONYMS,0.7665680709999999,1,0.233431928632504,0.2,0.13999999999999968,0.233431928632504,0.2
agree,disagree,V,0.66,ANTONYMS,1.060528269,1,-0.060528269330521,0.3333333333333333,0.16000000000000003,0.189471730669479,0.08333333333333331
replace,fill,V,3.15,NONE,0.851277376,1,0.148722623575596,0.14285714285714285,0.1499999999999999,0.148722623575596,0.14285714285714285
hurt,whip,V,3.98,NONE,0.901195943,1,0.09880405690029,0.2,0.22999999999999998,0.09880405690029,0.2
whip,punish,V,5.81,NONE,0.749029162,1,0.250970838039767,0.25,0.05999999999999961,0.0009708380397669969,0.0
yell,roar,V,7.47,HYPER/HYPONYMS,0.571692315,1,0.428307685285928,0.14285714285714285,0.21999999999999975,0.178307685285928,0.14285714285714285
hurt,feel,V,5.15,COHYPONYMS,0.89217121,1,0.107828789715772,0.25,0.15000000000000036,0.107828789715772,0.0
fall,bounce,V,1.66,COHYPONYMS,0.786001845,1,0.213998154730469,0.16666666666666666,0.15999999999999992,0.213998154730469,0.16666666666666666
choose,pick,V,9.63,HYPER/HYPONYMS,0.099593867,1,0.900406133436601,0.5,0.13000000000000078,0.15040613343660103,0.0
sew,knit,V,5.98,NONE,0.412237696,1,0.5877623042009571,0.125,0.23000000000000043,0.0877623042009571,0.125
perish,leave,V,1.33,NONE,0.8584442459999999,1,0.141555753716772,0.2,0.08000000000000007,0.141555753716772,0.2
ponder,toil,V,3.15,NONE,0.897226113,1,0.102773886731436,0.2,0.1499999999999999,0.102773886731436,0.2
wipe,spill,V,1.0,NONE,0.790524023,1,0.20947597723337,0.16666666666666666,0.0,0.20947597723337,0.16666666666666666
affect,respond,V,1.66,NONE,0.993127737,1,0.00687226274163,0.2,0.15999999999999992,0.00687226274163,0.2
deliver,send,V,6.14,NONE,0.62145506,1,0.378544939550364,0.125,0.13999999999999968,0.128544939550364,0.125
fix,mend,V,9.3,SYNONYMS,0.104496867,1,0.895503132531269,1.0,0.05000000000000071,0.145503132531269,0.0
evaluate,examine,V,7.8,HYPER/HYPONYMS,0.552150775,1,0.44784922492334095,0.2,0.04999999999999982,0.19784922492334095,0.2
become,grow,V,5.15,HYPER/HYPONYMS,0.8366489490000001,1,0.163351051475876,0.25,0.15000000000000036,0.163351051475876,0.0
learn,know,V,5.64,NONE,0.455581334,1,0.544418665845636,0.3333333333333333,0.13999999999999968,0.04441866584563603,0.08333333333333331
glare,reflect,V,3.49,HYPER/HYPONYMS,0.611450763,1,0.388549237237283,0.1,0.2400000000000002,0.13854923723728302,0.1
cook,boil,V,5.98,COHYPONYMS,0.482366838,1,0.517633162187802,0.14285714285714285,0.23000000000000043,0.017633162187801976,0.14285714285714285
lead,direct,V,6.97,SYNONYMS,0.637296044,1,0.3627039556844001,0.09090909090909093,0.21999999999999975,0.11270395568440011,0.09090909090909093
