word1,word2,pos,sv_score,relation,cf_score,include,one_minus_cf
hate,ignore,V,1.49,NONE,0.750288587,1,0.249711412713502
strain,lift,V,1.83,NONE,0.960619983,1,0.039380017165823
console,comfort,V,8.3,SYNONYMS,0.935007185,1,0.064992814848632
play,lead,V,2.32,NONE,0.829966875,1,0.17003312526747
talk,console,V,2.99,NONE,0.961536316,1,0.038463683823237
tease,bother,V,4.98,HYPER/HYPONYMS,0.698174962,1,0.301825038039653
deny,lie,V,4.15,NONE,0.946446477,1,0.053553523475298
excel,advance,V,5.81,NONE,0.909093987,1,0.090906012574847
annoy,irritate,V,9.3,SYNONYMS,0.009377242,1,0.990622757593794
retreat,attack,V,0.83,NONE,0.891764384,1,0.108235615951458
drink,pop,V,0.5,HYPER/HYPONYMS,0.900104596,1,0.099895403881715
spank,hit,V,8.3,NONE,0.695435483,1,0.304564516606097
shatter,break,V,7.3,HYPER/HYPONYMS,0.237517204,1,0.762482796453127
lower,reduce,V,9.13,NONE,0.163131351,1,0.836868648927048
reappear,fix,V,1,NONE,0.844778216,1,0.155221784348842
sneak,hide,V,5.64,NONE,0.645769263,1,0.354230736901938
breathe,smother,V,0.66,NONE,0.702110379,1,0.29788962081316
adjourn,leave,V,4.81,NONE,0.75408782,1,0.245912179538513
persuade,urge,V,6.81,NONE,0.702853082,1,0.2971469181668
accumulate,gain,V,9.13,COHYPONYMS,0.640334386,1,0.359665613879354
wiggle,move,V,7.14,HYPER/HYPONYMS,0.25212061,1,0.747879389848684
renounce,deny,V,5.81,HYPER/HYPONYMS,0.657259991,1,0.342740008887074
miss,hit,V,0.17,ANTONYMS,1.052201014,1,-0.052201013540002
vary,differ,V,8.63,HYPER/HYPONYMS,0.072704226,1,0.927295774423067
move,change,V,4.15,HYPER/HYPONYMS,0.48151887,1,0.518481129925554
tow,move,V,4.48,HYPER/HYPONYMS,0.860112306,1,0.139887694220395
tell,describe,V,7.64,NONE,0.666819359,1,0.333180641292736
punish,hit,V,4.48,NONE,0.830764794,1,0.169235206482928
talk,listen,V,1.16,NONE,0.594991981,1,0.405008018977041
urge,beg,V,4.98,NONE,0.617896075,1,0.382103924764068
grab,clench,V,6.47,COHYPONYMS,0.781456102,1,0.218543898120852
heal,help,V,5.31,HYPER/HYPONYMS,0.841105669,1,0.158894331253567
let,permit,V,8.13,SYNONYMS,0.233984622,1,0.766015377763128
search,look,V,9.63,SYNONYMS,0.605625185,1,0.394374814832615
lie,promise,V,0.33,COHYPONYMS,0.960324989,1,0.039675011282049
set,swing,V,1.66,HYPER/HYPONYMS,0.927562666,1,0.072437334109993
jog,run,V,7.47,HYPER/HYPONYMS,0.895785716,1,0.104214283680118
stain,tarnish,V,6.79,SYNONYMS,0.647512314,1,0.352487685934158
talk,say,V,8.96,NONE,0.363217401,1,0.636782598959352
diminish,fade,V,7.8,HYPER/HYPONYMS,0.6094039,1,0.390596099632752
ignore,disregard,V,7.8,SYNONYMS,0.186489365,1,0.813510634820971
die,kill,V,0.83,NONE,0.291428088,1,0.708571911977491
spank,slap,V,7.64,NONE,0.432105875,1,0.567894124789611
sew,crochet,V,6.81,NONE,0.337308931,1,0.662691068573747
talk,associate,V,4.15,NONE,0.88856983,1,0.111430170266228
touch,kiss,V,3.49,HYPER/HYPONYMS,0.830990655,1,0.169009345474582
loosen,tie,V,0.33,ANTONYMS,0.896584424,1,0.103415575884242
lie,assume,V,1.49,NONE,0.88933779,1,0.110662209858006
gather,collect,V,9.63,SYNONYMS,0.107290691,1,0.892709309047601
punish,reprimand,V,7.97,NONE,0.646134656,1,0.353865343515326
have,want,V,1.83,NONE,0.609401606,1,0.390598393584438
tote,carry,V,7.3,HYPER/HYPONYMS,0.771504446,1,0.228495553909613
fly,soar,V,8.3,HYPER/HYPONYMS,0.867259014,1,0.132740986200371
reduce,save,V,4.15,NONE,0.797770473,1,0.202229527483828
stop,stay,V,6.47,HYPER/HYPONYMS,0.85881646,1,0.141183540178029
spank,cry,V,1.16,NONE,0.872022741,1,0.127977258501115
obey,follow,V,7.97,HYPER/HYPONYMS,0.31804893,1,0.681951069539407
lose,control,V,0.17,NONE,0.989123734,1,0.010876266265156
glide,hang,V,1.66,NONE,0.803533075,1,0.196466925116159
grab,take,V,5.98,HYPER/HYPONYMS,0.380699977,1,0.619300023329545
hop,jump,V,6.81,HYPER/HYPONYMS,0.149046775,1,0.850953224830455
argue,disagree,V,6.64,NONE,0.711475661,1,0.288524339080509
slide,move,V,4.48,HYPER/HYPONYMS,0.799645225,1,0.200354774849242
incline,tend,V,5.15,SYNONYMS,0.611489592,1,0.388510407744579
stop,hesitate,V,5.15,NONE,0.919235754,1,0.080764245796143
toss,fling,V,8.13,HYPER/HYPONYMS,0.769632536,1,0.230367463875674
kneel,beg,V,4.81,NONE,0.709957101,1,0.29004289885092
stare,look,V,7.47,HYPER/HYPONYMS,0.271742559,1,0.728257441290953
disintegrate,perish,V,7.97,NONE,0.582229625,1,0.417770375070866
dislike,shun,V,5.81,NONE,0.857695205,1,0.142304794958421
deposit,return,V,0.6,NONE,0.988562417,1,0.011437583361643
walk,crawl,V,2.32,COHYPONYMS,0.781338655,1,0.218661345379873
renounce,reject,V,7.47,HYPER/HYPONYMS,0.600726665,1,0.399273335430494
snore,snooze,V,4.15,NONE,0.509210893,1,0.490789107319786
look,see,V,7.97,HYPER/HYPONYMS,0.230779623,1,0.769220376689068
assault,aggravate,V,3.65,NONE,0.84284387,1,0.157156129868513
obtain,have,V,7.8,NONE,0.506304523,1,0.493695477256988
beware,watch,V,4.81,HYPER/HYPONYMS,0.548149834,1,0.451850166245909
talk,rap,V,4.32,HYPER/HYPONYMS,0.848626719,1,0.151373280680437
tell,lie,V,2.16,NONE,0.867075198,1,0.132924801871845
cover,spread,V,4.98,HYPER/HYPONYMS,0.867610716,1,0.132389284095804
descend,leave,V,2.66,NONE,0.808033977,1,0.191966023497417
take,snatch,V,7.8,HYPER/HYPONYMS,0.878144402,1,0.121855598136108
call,bluff,V,2.66,NONE,0.931564989,1,0.068435011190759
cover,hide,V,6.47,HYPER/HYPONYMS,0.840273923,1,0.159726076571623
pick,elect,V,7.47,COHYPONYMS,0.175532243,1,0.824467756947124
smear,rub,V,5.98,HYPER/HYPONYMS,0.788087412,1,0.211912588019604
keep,save,V,8.47,HYPER/HYPONYMS,0.652222682,1,0.34777731787698
decrease,increase,V,0.17,ANTONYMS,1.050761874,1,-0.050761874255086
disprove,disagree,V,5.98,NONE,0.71665988,1,0.283340120127648
sow,sew,V,1.66,NONE,0.853480678,1,0.146519321829225
claim,sue,V,2.82,NONE,0.65965161,1,0.340348390024213
allow,go,V,2.66,NONE,0.752156076,1,0.247843924261157
triumph,win,V,9.79,HYPER/HYPONYMS,0.160739626,1,0.839260374108867
forget,leave,V,3.15,SYNONYMS,0.773445348,1,0.226554651503584
sit,lounge,V,6.47,HYPER/HYPONYMS,0.767205415,1,0.232794585217456
disappear,dissolve,V,6.47,NONE,0.656340211,1,0.343659789198533
defend,stand,V,1.66,HYPER/HYPONYMS,0.774530655,1,0.22546934467381
overcome,conquer,V,7.8,HYPER/HYPONYMS,0.330095435,1,0.669904565191815
deliver,bring,V,6.14,HYPER/HYPONYMS,0.276074321,1,0.723925678927698
kneel,sit,V,2.82,NONE,0.765322642,1,0.234677358390034
hurt,limp,V,2.99,NONE,0.836639498,1,0.163360502380936
disprove,reject,V,6.31,NONE,0.336137364,1,0.663862635595269
yell,holler,V,9.13,SYNONYMS,0.070017132,1,0.929982868399589
make,design,V,4.81,HYPER/HYPONYMS,0.6789775,1,0.321022500381877
like,want,V,3.82,HYPER/HYPONYMS,0.575965413,1,0.424034587071504
acquire,gain,V,8.8,HYPER/HYPONYMS,0.260722306,1,0.739277694456716
regret,dislike,V,3.15,NONE,0.610069536,1,0.389930463825296
accept,understand,V,7.3,HYPER/HYPONYMS,0.526815623,1,0.473184376856694
wiggle,giggle,V,0.83,NONE,0.864508452,1,0.135491548428019
hop,skip,V,5.81,SYNONYMS,0.297624639,1,0.702375360808699
push,pull,V,0.83,ANTONYMS,1.031301739,1,-0.031301738592555
veer,turn,V,5.43,HYPER/HYPONYMS,0.882494236,1,0.117505763726202
assume,know,V,2.49,NONE,0.633831156,1,0.366168843689066
hurt,condemn,V,2.32,NONE,0.795598758,1,0.20440124184715
defrost,thaw,V,8.47,HYPER/HYPONYMS,0.26578311,1,0.734216889850327
scream,roar,V,7.14,HYPER/HYPONYMS,0.553430611,1,0.446569388769166
convince,talk,V,4.32,NONE,0.789152345,1,0.21084765486009
retreat,leave,V,8.47,NONE,0.739625512,1,0.260374487779948
annoy,confuse,V,2.49,NONE,0.624881914,1,0.37511808606305
reject,ignore,V,7.3,HYPER/HYPONYMS,0.732113156,1,0.267886843617351
destroy,diminish,V,5.64,NONE,0.677888792,1,0.322111208148058
haul,lift,V,6.14,NONE,0.917361098,1,0.082638902296956
wait,hesitate,V,6.14,HYPER/HYPONYMS,0.835235951,1,0.164764048868111
give,sell,V,2.32,HYPER/HYPONYMS,0.922110467,1,0.077889533290454
rise,lower,V,0.33,NONE,1.026740542,1,-0.026740542379165
hurt,cry,V,2.49,NONE,0.984569604,1,0.015430395548851
multiply,increase,V,7.3,HYPER/HYPONYMS,0.33392716,1,0.666072839800317
stop,flow,V,0.17,NONE,0.905170965,1,0.094829035333772
prosecute,try,V,4.48,COHYPONYMS,0.377944578,1,0.622055421848604
justify,clarify,V,4.32,NONE,0.74416721,1,0.255832790303094
acknowledge,greet,V,5.64,NONE,0.616991766,1,0.383008234306509
scold,yell,V,6.47,NONE,0.522922944,1,0.477077055899709
shuffle,travel,V,1.66,HYPER/HYPONYMS,0.998616959,1,0.001383041020787
lose,fail,V,7.14,NONE,0.616361339,1,0.383638661355059
speak,renounce,V,3.98,NONE,0.966224898,1,0.033775101792988
come,go,V,1.83,HYPER/HYPONYMS,1.069833488,1,-0.069833488010864
yell,criticize,V,1.83,NONE,0.837591748,1,0.162408252284421
bake,make,V,6.19,HYPER/HYPONYMS,0.904214936,1,0.095785064401769
originate,start,V,8.45,SYNONYMS,0.722746762,1,0.277253237527204
attack,tackle,V,5.15,HYPER/HYPONYMS,0.802381482,1,0.197618517982673
use,operate,V,8.47,NONE,0.373028365,1,0.62697163474848
run,flow,V,2.66,SYNONYMS,0.915731302,1,0.084268697795087
collect,acquire,V,6.97,HYPER/HYPONYMS,0.606539368,1,0.393460631503181
move,turn,V,4.81,HYPER/HYPONYMS,0.630036889,1,0.369963110673298
enter,leave,V,1.16,ANTONYMS,1.012735355,1,-0.012735354775146
engage,marry,V,4.48,NONE,0.919011263,1,0.080988737248146
grab,reach,V,7.14,COHYPONYMS,0.766568071,1,0.233431928632504
agree,disagree,V,0.66,ANTONYMS,1.060528269,1,-0.060528269330521
replace,fill,V,3.15,NONE,0.851277376,1,0.148722623575596
hurt,whip,V,3.98,NONE,0.901195943,1,0.09880405690029
whip,punish,V,5.81,NONE,0.749029162,1,0.250970838039767
yell,roar,V,7.47,HYPER/HYPONYMS,0.571692315,1,0.428307685285928
hurt,feel,V,5.15,COHYPONYMS,0.89217121,1,0.107828789715772
fall,bounce,V,1.66,COHYPONYMS,0.786001845,1,0.213998154730469
choose,pick,V,9.63,HYPER/HYPONYMS,0.099593867,1,0.900406133436601
sew,knit,V,5.98,NONE,0.412237696,1,0.587762304200957
perish,leave,V,1.33,NONE,0.858444246,1,0.141555753716772
ponder,toil,V,3.15,NONE,0.897226113,1,0.102773886731436
wipe,spill,V,1,NONE,0.790524023,1,0.20947597723337
affect,respond,V,1.66,NONE,0.993127737,1,0.00687226274163
deliver,send,V,6.14,NONE,0.62145506,1,0.378544939550364
fix,mend,V,9.3,SYNONYMS,0.104496867,1,0.895503132531269
evaluate,examine,V,7.8,HYPER/HYPONYMS,0.552150775,1,0.447849224923341
become,grow,V,5.15,HYPER/HYPONYMS,0.836648949,1,0.163351051475876
learn,know,V,5.64,NONE,0.455581334,1,0.544418665845636
glare,reflect,V,3.49,HYPER/HYPONYMS,0.611450763,1,0.388549237237283
cook,boil,V,5.98,COHYPONYMS,0.482366838,1,0.517633162187802
lead,direct,V,6.97,SYNONYMS,0.637296044,1,0.3627039556844
talk,reply,V,5.31,NONE,0.780196344,1,0.219803656094036
inspect,search,V,6.31,COHYPONYMS,0.431654317,1,0.568345683031386
respond,talk,V,4.98,NONE,0.786283733,1,0.21371626682764
argue,differ,V,6.14,NONE,0.844757383,1,0.155242616752252
betray,cheat,V,7.3,SYNONYMS,0.3582777,1,0.641722300197604
decrease,decline,V,6.64,HYPER/HYPONYMS,0.060951294,1,0.939048705890654
increase,reduce,V,1.33,NONE,1.030404906,1,-0.030404906166949
blur,smear,V,7.47,SYNONYMS,0.604510254,1,0.395489746122794
irritate,frustrate,V,7.8,HYPER/HYPONYMS,0.547164044,1,0.452835955961423
sell,hustle,V,3.65,COHYPONYMS,0.836082232,1,0.163917767792696
release,unload,V,7.14,NONE,0.69949046,1,0.300509539842518
want,demand,V,4.48,HYPER/HYPONYMS,0.711739755,1,0.288260244690681
swear,damn,V,6.14,NONE,0.78206417,1,0.217935830404732
squint,glare,V,3.82,NONE,0.612328809,1,0.387671191159518
yell,hoot,V,3.49,NONE,0.741174749,1,0.258825250851341
result,finish,V,6.64,NONE,0.731217354,1,0.268782645794474
kick,hurt,V,3.98,NONE,0.806808587,1,0.193191413322106
incline,decline,V,0.33,NONE,0.765393971,1,0.234606028690367
leave,ascend,V,0.66,COHYPONYMS,0.950068634,1,0.04993136561308
be,become,V,5.81,NONE,0.315778713,1,0.684221286684557
hypnotize,control,V,5.48,NONE,1.01857519,1,-0.018575190330757
leave,return,V,0.15,NONE,0.841797047,1,0.158202953354013
despair,upset,V,3.65,NONE,0.622279963,1,0.377720036873399
determine,guess,V,1.99,NONE,0.777183619,1,0.222816380967655
beg,ask,V,4.48,COHYPONYMS,0.633492726,1,0.366507274395113
kneel,bend,V,4.81,NONE,0.815535166,1,0.184464833754245
pelt,hit,V,6.81,NONE,0.852398399,1,0.147601600922885
lie,admit,V,3.32,NONE,0.904334099,1,0.095665901048659
pinch,punch,V,2.99,NONE,0.748468635,1,0.251531365149859
hit,pat,V,3.98,NONE,0.848175181,1,0.151824818541053
prosecute,charge,V,6.31,NONE,0.513413903,1,0.486586097211152
convince,explain,V,5.31,NONE,0.757851133,1,0.242148866547206
retain,keep,V,9.46,HYPER/HYPONYMS,0.1459651,1,0.854034900004966
magnify,look,V,5.81,NONE,0.845601939,1,0.154398061415567
join,unite,V,9.3,HYPER/HYPONYMS,0.31718046,1,0.682819539637849
differ,disagree,V,8.3,SYNONYMS,0.280532128,1,0.719467872351477
lie,disbelieve,V,1.49,NONE,0.928245217,1,0.071754783295266
annoy,mimic,V,1.33,NONE,0.805868158,1,0.194131842450146
retain,hold,V,8.13,HYPER/HYPONYMS,0.34098499,1,0.659015010088671
exist,live,V,8.3,SYNONYMS,0.70497816,1,0.29502183983016
keep,find,V,3.49,NONE,0.961908361,1,0.038091638981419
receive,take,V,5.98,HYPER/HYPONYMS,0.660095526,1,0.339904473770133
know,think,V,2.57,HYPER/HYPONYMS,0.527426389,1,0.472573611285589
send,get,V,1.83,NONE,0.860167201,1,0.139832798646012
recommend,suggest,V,8.47,HYPER/HYPONYMS,0.435659907,1,0.564340093024464
beat,whip,V,5.81,HYPER/HYPONYMS,0.737073586,1,0.26292641430137
pelt,throw,V,5.98,HYPER/HYPONYMS,0.795917936,1,0.20408206373187
win,lose,V,1.66,ANTONYMS,1.066339003,1,-0.066339002942824
hit,punch,V,7.64,HYPER/HYPONYMS,0.50005354,1,0.499946459711846
appear,reappear,V,4.65,HYPER/HYPONYMS,0.843792476,1,0.156207524151521
like,adore,V,5.15,NONE,0.236425533,1,0.763574467270554
jump,flip,V,3.98,COHYPONYMS,0.835789103,1,0.164210897242975
magnify,see,V,3.98,NONE,0.860041089,1,0.139958910592828
argue,discuss,V,4.15,NONE,0.638117891,1,0.361882109028836
guess,know,V,1.83,NONE,0.594140573,1,0.405859427071419
remark,say,V,7.97,HYPER/HYPONYMS,0.699729526,1,0.300270473970895
burst,explode,V,8.13,SYNONYMS,0.26633879,1,0.733661210342206
notify,inform,V,8.75,HYPER/HYPONYMS,0.053829006,1,0.946170993551708
prepare,fix,V,3.15,HYPER/HYPONYMS,0.698719221,1,0.301280779093007
erode,decay,V,7.8,HYPER/HYPONYMS,0.737218676,1,0.262781323553495
do,participate,V,7.97,NONE,0.817957839,1,0.182042161279301
reduce,diminish,V,6.81,HYPER/HYPONYMS,0.115289045,1,0.884710955005571
explain,understand,V,1.66,NONE,0.6562453,1,0.343754699598103
crawl,run,V,1.33,COHYPONYMS,0.887705039,1,0.112294960568453
fasten,attach,V,8.47,HYPER/HYPONYMS,0.28517334,1,0.714826660193713
embarrass,blush,V,5.48,NONE,0.796794692,1,0.203205308079162
hurt,bite,V,4.48,HYPER/HYPONYMS,0.753748984,1,0.246251016074297
ignore,avoid,V,8.47,NONE,0.688004426,1,0.311995573968943
cry,sob,V,8.96,HYPER/HYPONYMS,0.292148403,1,0.707851596871108
flex,stretch,V,6.47,COHYPONYMS,0.754991479,1,0.245008520724524
deny,forbid,V,8.47,NONE,0.724533923,1,0.275466077116582
pinch,squeeze,V,6.64,SYNONYMS,0.611818651,1,0.38818134933061
conquer,win,V,7.47,NONE,0.266651859,1,0.7333481413131
grant,give,V,6.97,HYPER/HYPONYMS,0.512962632,1,0.487037367654207
perish,disappear,V,3.62,NONE,0.616587385,1,0.383412614757218
prohibit,ban,V,9.3,HYPER/HYPONYMS,0.01422249,1,0.985777510154473
shrink,reduce,V,9.13,SYNONYMS,0.223395444,1,0.776604556346057
command,tell,V,7.8,HYPER/HYPONYMS,0.895368124,1,0.104631875931438
teach,inform,V,6.81,HYPER/HYPONYMS,0.577298273,1,0.422701726557372
waste,decompose,V,4.81,NONE,0.746950453,1,0.25304954707479
demand,supply,V,3.15,NONE,1.056389456,1,-0.056389456108633
cry,upset,V,5.98,NONE,0.717971934,1,0.282028066238084
suggest,say,V,5.81,HYPER/HYPONYMS,0.634038715,1,0.365961285400523
beg,need,V,3.65,NONE,0.796599004,1,0.203400996485464
lose,gain,V,0.33,ANTONYMS,1.129259411,1,-0.129259410836614
abduct,kidnap,V,8.63,SYNONYMS,0.041578941,1,0.958421058773223
give,disown,V,0.5,NONE,0.955252942,1,0.044747057787539
sway,swing,V,7.47,SYNONYMS,0.462431734,1,0.537568266460618
urge,crave,V,4.15,NONE,0.713744777,1,0.28625522253969
broil,cook,V,6.97,HYPER/HYPONYMS,0.538478622,1,0.461521378030251
melt,defrost,V,8.8,HYPER/HYPONYMS,0.530385209,1,0.469614791200428
reproduce,breed,V,9.46,HYPER/HYPONYMS,0.128244514,1,0.871755486189591
invent,make,V,6.64,HYPER/HYPONYMS,0.573923052,1,0.426076947606026
spell,write,V,5.31,SYNONYMS,0.374995511,1,0.625004489315935
push,shove,V,9.3,HYPER/HYPONYMS,0.654827431,1,0.345172568665183
carry,hold,V,7.09,HYPER/HYPONYMS,0.647479413,1,0.352520587487117
slide,swing,V,3.49,COHYPONYMS,0.704506274,1,0.295493725854004
collect,keep,V,5.15,HYPER/HYPONYMS,0.874149712,1,0.125850287949673
stray,wander,V,7.47,SYNONYMS,0.587451855,1,0.412548145034484
remove,strip,V,7.47,HYPER/HYPONYMS,0.916391464,1,0.083608536493201
decompose,destroy,V,5.48,NONE,0.719831824,1,0.280168175951941
crackle,crunch,V,6.31,SYNONYMS,0.808333688,1,0.191666311971935
think,hesitate,V,2.99,NONE,0.844459685,1,0.155540315232373
pretend,imagine,V,6.97,NONE,0.619070693,1,0.380929306846881
bump,hit,V,7.3,HYPER/HYPONYMS,0.840634397,1,0.159365603032631
appear,come,V,3.65,NONE,0.636031918,1,0.363968081640349
examine,inspect,V,8.96,HYPER/HYPONYMS,0.230105742,1,0.76989425783749
increase,accelerate,V,5.89,HYPER/HYPONYMS,0.837714111,1,0.162285888867399
presume,believe,V,5.31,NONE,0.268227228,1,0.73177277230637
acknowledge,exist,V,2.32,NONE,0.910198727,1,0.089801272914817
grind,grate,V,6.47,SYNONYMS,0.806920653,1,0.193079346655042
pop,explode,V,6.97,NONE,0.951425644,1,0.048574356339465
tell,listen,V,0.66,NONE,0.650936525,1,0.349063474960067
drive,permit,V,1.16,NONE,0.878587775,1,0.121412225239996
break,unite,V,0.5,COHYPONYMS,1.023888855,1,-0.023888855498303
smell,touch,V,1,COHYPONYMS,0.837260004,1,0.162739995715142
release,relax,V,4.48,NONE,0.824676848,1,0.175323152165746
beat,abuse,V,6.81,NONE,0.848521316,1,0.151478683930028
bother,aggravate,V,7.3,NONE,0.708418435,1,0.291581564765888
grasp,hold,V,9.3,HYPER/HYPONYMS,0.772950679,1,0.227049320931002
take,seize,V,8.13,HYPER/HYPONYMS,0.523196434,1,0.476803565572757
acquire,buy,V,7.3,HYPER/HYPONYMS,0.180872796,1,0.819127204363058
create,reproduce,V,5.15,HYPER/HYPONYMS,0.790919493,1,0.209080506842487
explode,blow,V,5.81,NONE,0.305919058,1,0.69408094209948
perceive,think,V,6.34,NONE,0.764808523,1,0.235191476501398
wander,search,V,6.97,NONE,0.755667482,1,0.244332517799571
whisper,scream,V,0.33,NONE,0.970945961,1,0.029054038788294
punch,drink,V,0.83,NONE,0.865083403,1,0.134916596633503
grab,pick,V,6.81,NONE,0.587990842,1,0.412009157923538
bend,stretch,V,6.14,NONE,0.729372791,1,0.270627208789601
pour,drip,V,3.15,HYPER/HYPONYMS,0.924817893,1,0.075182107191597
yell,announce,V,5.89,NONE,0.847945692,1,0.152054308135233
inform,ask,V,2.49,COHYPONYMS,0.815919572,1,0.184080428108704
acknowledge,accept,V,6.81,HYPER/HYPONYMS,0.293114519,1,0.706885480811533
repair,replace,V,2.66,NONE,0.920941306,1,0.079058693625209
destroy,corrupt,V,5.81,NONE,0.69416265,1,0.305837349567844
look,review,V,6.14,NONE,0.651839841,1,0.348160158709159
crush,grind,V,7.47,COHYPONYMS,0.242114289,1,0.757885711317006
do,stop,V,0.33,NONE,0.968213568,1,0.031786431867223
go,strive,V,2.57,NONE,0.795546549,1,0.204453451289276
pop,burst,V,8.8,HYPER/HYPONYMS,0.945604655,1,0.054395344716619
make,break,V,0.17,ANTONYMS,1.028223436,1,-0.02822343580297
weave,knit,V,6.14,COHYPONYMS,0.249760143,1,0.750239856798892
lose,gamble,V,1.83,NONE,0.836784755,1,0.163215244834606
lean,lay,V,2.32,HYPER/HYPONYMS,0.907616069,1,0.092383931046357
determine,decide,V,7.8,HYPER/HYPONYMS,0.226092771,1,0.773907229152096
hurt,strain,V,5.81,NONE,0.911799626,1,0.088200373514861
adore,admire,V,7.8,NONE,0.606060959,1,0.393939040861766
pay,treat,V,5.15,NONE,0.716889631,1,0.283110369307508
usurp,use,V,1.49,NONE,0.902163858,1,0.097836142084218
wander,worry,V,1.66,NONE,0.767466963,1,0.232533036936014
disguise,hide,V,7.97,HYPER/HYPONYMS,0.197905489,1,0.802094510511965
steal,cheat,V,3.98,NONE,0.744177671,1,0.255822328901343
change,differ,V,5.81,NONE,0.502749522,1,0.497250477594593
observe,see,V,9.3,HYPER/HYPONYMS,0.568870451,1,0.431129549317678
cough,sneeze,V,3.15,NONE,0.592830181,1,0.40716981855679
prefer,want,V,6.14,NONE,0.756338072,1,0.243661927888744
leave,flee,V,7.8,HYPER/HYPONYMS,0.55679111,1,0.443208890050885
mistreat,hurt,V,6.14,NONE,0.659024943,1,0.340975056628214
kill,overpower,V,3.49,HYPER/HYPONYMS,0.847675624,1,0.152324375555422
cry,tease,V,1.51,NONE,0.861691114,1,0.138308885850736
defend,justify,V,6.81,HYPER/HYPONYMS,0.680314113,1,0.319685887328849
depart,go,V,9.63,SYNONYMS,0.583694372,1,0.416305628377838
design,invent,V,6.47,COHYPONYMS,0.505955792,1,0.494044208466795
knock,tap,V,5.31,SYNONYMS,0.909929981,1,0.090070019334123
let,do,V,0.66,NONE,0.73717931,1,0.262820690481515
disperse,separate,V,5.31,HYPER/HYPONYMS,0.738774081,1,0.261225919112377
reap,sow,V,0.66,NONE,0.733745153,1,0.266254846869768
squeak,squeal,V,7.47,NONE,0.35879087,1,0.641209129930592
begin,finish,V,1.83,ANTONYMS,1.103819436,1,-0.103819436473001
throw,fling,V,8.3,HYPER/HYPONYMS,0.808226247,1,0.191773752649752
interrupt,break,V,4.65,SYNONYMS,0.328130656,1,0.671869343542856
justify,argue,V,5.48,HYPER/HYPONYMS,0.651173037,1,0.348826962970999
pluck,pull,V,6.47,HYPER/HYPONYMS,0.795925275,1,0.204074725240576
evaluate,judge,V,8.47,HYPER/HYPONYMS,0.664417067,1,0.335582932911541
diminish,shrink,V,6.97,HYPER/HYPONYMS,0.257790862,1,0.742209137828656
flush,embarrass,V,4.65,NONE,0.909684133,1,0.090315866993866
make,create,V,8.6,SYNONYMS,0.30975186,1,0.690248139823029
change,become,V,5.48,HYPER/HYPONYMS,0.868846775,1,0.131153225067266
advise,help,V,6.97,NONE,0.820055258,1,0.179944741535071
bump,knock,V,7.47,SYNONYMS,0.785942269,1,0.214057730745027
pounce,hit,V,2.49,NONE,0.697675497,1,0.30232450266459
crackle,snap,V,3.92,NONE,0.803269581,1,0.196730419026871
listen,watch,V,1.16,NONE,0.541759861,1,0.458240139137907
hurt,burn,V,2.99,HYPER/HYPONYMS,0.833285297,1,0.166714703318469
achieve,excel,V,7.64,NONE,0.933857842,1,0.066142157868029
surprise,overwhelm,V,4.81,NONE,0.887205461,1,0.112794538806209
leave,visit,V,1.99,NONE,0.786347531,1,0.213652468678261
arrest,suspect,V,3.82,NONE,0.787871629,1,0.21212837140808
accomplish,finish,V,6.97,HYPER/HYPONYMS,0.448181338,1,0.551818662115995
tell,predict,V,5.48,HYPER/HYPONYMS,0.723176903,1,0.276823096960009
spring,bounce,V,8.8,HYPER/HYPONYMS,1.005927322,1,-0.00592732211241
accept,decline,V,0,ANTONYMS,1.041781927,1,-0.041781927191785
laugh,enjoy,V,5.98,NONE,0.769752229,1,0.230247770782802
admit,say,V,4.98,NONE,0.634066948,1,0.365933052332422
win,overcome,V,5.31,NONE,0.66067084,1,0.339329160481636
portray,imitate,V,7.64,NONE,0.698944056,1,0.301055944287528
rip,mend,V,1.49,NONE,0.883837002,1,0.116162997583115
hold,stay,V,4.48,COHYPONYMS,0.578686489,1,0.421313510906165
choke,smother,V,6.14,NONE,0.076274544,1,0.923725455577605
cook,fry,V,6.64,HYPER/HYPONYMS,0.620541016,1,0.379458984384894
dunk,soak,V,5.48,COHYPONYMS,0.164334102,1,0.835665898093471
jump,pounce,V,7.97,NONE,0.420999399,1,0.579000601029956
help,scream,V,1.16,NONE,1.012939602,1,-0.012939602458827
grab,snatch,V,7.97,COHYPONYMS,0.770096649,1,0.229903350766232
humiliate,laugh,V,0.17,NONE,0.8571028,1,0.142897200277964
review,read,V,4.32,NONE,0.905590895,1,0.094409104702732
wear,fit,V,4.81,NONE,0.841203083,1,0.15879691720849
confuse,frustrate,V,5.15,NONE,0.556854711,1,0.443145289024989
go,enter,V,5.81,NONE,0.953211913,1,0.046788087338479
repeat,mimic,V,8.13,NONE,0.504930339,1,0.495069660886522
fly,ascend,V,6.64,COHYPONYMS,0.945284237,1,0.054715763496124
do,dare,V,1.66,NONE,0.749674408,1,0.250325591945223
win,accomplish,V,5.81,HYPER/HYPONYMS,0.646232312,1,0.353767688040073
vanish,diminish,V,6.81,HYPER/HYPONYMS,0.6246534,1,0.375346600375119
dance,tap,V,2.66,HYPER/HYPONYMS,0.9440488,1,0.055951200164761
fit,trim,V,3.65,HYPER/HYPONYMS,0.763566692,1,0.23643330843345
